CodePoint Character PositionChange
00004220 0ၼၼၼၼ0 <260717,261263c229106,239042
00004220 0ၼၼၼၼ0 >260715a223240,229104
00004221 0ၽၽၽၽ0 <260717,261263c229106,239042
00004221 0ၽၽၽၽ0 >260715a223240,229104
00004222 0ၾၾၾၾ0 <260717,261263c229106,239042
00004222 0ၾၾၾၾ0 >260715a223240,229104
00004223 0ၿၿၿၿ0 <260717,261263c229106,239042
00004223 0ၿၿၿၿ0 >260715a223240,229104
00004224 0ႀႀႀႀ0 <260717,261263c229106,239042
00004224 0ႀႀႀႀ0 >260715a223240,229104
00004225 0ႁႁႁႁ0 <260717,261263c229106,239042
00004225 0ႁႁႁႁ0 >260715a223240,229104
00004226 0ႂႂႂႂ0 <260717,261263c229106,239042
00004226 0ႂႂႂႂ0 >260715a223240,229104
00004227 0ႃႃႃႃ0 <260717,261263c229106,239042
00004227 0ႃႃႃႃ0 >260715a223240,229104
00004228 0ႄႄႄႄ0 <260717,261263c229106,239042
00004228 0ႄႄႄႄ0 >260715a223240,229104
00004229 0ႅႅႅႅ0 <260717,261263c229106,239042
00004229 0ႅႅႅႅ0 >260715a223240,229104
00004230 0ႆႆႆႆ0 <260717,261263c229106,239042
00004230 0ႆႆႆႆ0 >260715a223240,229104
00004231 0ႇႇႇႇ0 <260717,261263c229106,239042
00004231 0ႇႇႇႇ0 >260715a223240,229104
00004232 0ႈႈႈႈ0 <260717,261263c229106,239042
00004232 0ႈႈႈႈ0 >260715a223240,229104
00004233 0ႉႉႉႉ0 <260717,261263c229106,239042
00004233 0ႉႉႉႉ0 >260715a223240,229104
00004234 0ႊႊႊႊ0 <260717,261263c229106,239042
00004234 0ႊႊႊႊ0 >260715a223240,229104
00004235 0ႋႋႋႋ0 <260717,261263c229106,239042
00004235 0ႋႋႋႋ0 >260715a223240,229104
00004236 0ႌႌႌႌ0 <260717,261263c229106,239042
00004236 0ႌႌႌႌ0 >260715a223240,229104
00004237 0ႍႍႍႍ0 <260717,261263c229106,239042
00004237 0ႍႍႍႍ0 >260715a223240,229104
00004238 0ႎႎႎႎ0 <260717,261263c229106,239042
00004238 0ႎႎႎႎ0 >260715a223240,229104
00004239 0ႏႏႏႏ0 <260717,261263c229106,239042
00004239 0ႏႏႏႏ0 >260715a223240,229104
00004240 0႐႐႐႐0 <1,38628d0
00004240 0႐႐႐႐0 >260715a223240,229104
00004241 0႑႑႑႑0 <1,38628d0
00004241 0႑႑႑႑0 >260715a223240,229104
00004242 0႒႒႒႒0 <1,38628d0
00004242 0႒႒႒႒0 >260715a223240,229104
00004243 0႓႓႓႓0 <1,38628d0
00004243 0႓႓႓႓0 >260715a223240,229104
00004244 0႔႔႔႔0 <1,38628d0
00004244 0႔႔႔႔0 >260715a223240,229104
00004245 0႕႕႕႕0 <1,38628d0
00004245 0႕႕႕႕0 >260715a223240,229104
00004246 0႖႖႖႖0 <1,38628d0
00004246 0႖႖႖႖0 >260715a223240,229104
00004247 0႗႗႗႗0 <1,38628d0
00004247 0႗႗႗႗0 >260715a223240,229104
00004248 0႘႘႘႘0 <1,38628d0
00004248 0႘႘႘႘0 >260715a223240,229104
00004249 0႙႙႙႙0 <1,38628d0
00004249 0႙႙႙႙0 >260715a223240,229104
00004250 0ႚႚႚႚ0 <1,38628d0
00004250 0ႚႚႚႚ0 >260715a223240,229104
00004251 0ႛႛႛႛ0 <1,38628d0
00004251 0ႛႛႛႛ0 >260715a223240,229104
00004252 0ႜႜႜႜ0 <1,38628d0
00004252 0ႜႜႜႜ0 >260715a223240,229104
00004253 0ႝႝႝႝ0 <1,38628d0
00004253 0ႝႝႝႝ0 >260715a223240,229104
00004254 0႞႞႞႞0 <1,38628d0
00004254 0႞႞႞႞0 >260715a223240,229104
00004255 0႟႟႟႟0 <1,38628d0
00004255 0႟႟႟႟0 >282165a259945,282165
00004256 0ႠႠႠႠ0 <260361,260477c221876,222619
00004256 0ႠႠႠႠ0 >260715a223240,229104
00004257 0ႡႡႡႡ0 <260361,260477c221876,222619
00004257 0ႡႡႡႡ0 >260715a223240,229104
00004258 0ႢႢႢႢ0 <260361,260477c221876,222619
00004258 0ႢႢႢႢ0 >260715a223240,229104
00004259 0ႣႣႣႣ0 <260361,260477c221876,222619
00004259 0ႣႣႣႣ0 >260715a223240,229104
00004260 0ႤႤႤႤ0 <260361,260477c221876,222619
00004260 0ႤႤႤႤ0 >260715a223240,229104
00004261 0ႥႥႥႥ0 <260361,260477c221876,222619
00004261 0ႥႥႥႥ0 >260715a223240,229104
00004262 0ႦႦႦႦ0 <260361,260477c221876,222619
00004262 0ႦႦႦႦ0 >260715a223240,229104
00004263 0ႧႧႧႧ0 <260361,260477c221876,222619
00004263 0ႧႧႧႧ0 >260715a223240,229104
00004264 0ႨႨႨႨ0 <260361,260477c221876,222619
00004264 0ႨႨႨႨ0 >260715a223240,229104
00004265 0ႩႩႩႩ0 <260361,260477c221876,222619
00004265 0ႩႩႩႩ0 >260715a223240,229104
00004266 0ႪႪႪႪ0 <260361,260477c221876,222619
00004266 0ႪႪႪႪ0 >260715a223240,229104
00004267 0ႫႫႫႫ0 <260361,260477c221876,222619
00004267 0ႫႫႫႫ0 >260715a223240,229104
00004268 0ႬႬႬႬ0 <260361,260477c221876,222619
00004268 0ႬႬႬႬ0 >260715a223240,229104
00004269 0ႭႭႭႭ0 <260361,260477c221876,222619
00004269 0ႭႭႭႭ0 >260715a223240,229104
00004270 0ႮႮႮႮ0 <260361,260477c221876,222619
00004270 0ႮႮႮႮ0 >260715a223240,229104
00004271 0ႯႯႯႯ0 <260361,260477c221876,222619
00004271 0ႯႯႯႯ0 >260715a223240,229104
00004272 0ႰႰႰႰ0 <260361,260477c221876,222619
00004272 0ႰႰႰႰ0 >260715a223240,229104
00004273 0ႱႱႱႱ0 <260361,260477c221876,222619
00004273 0ႱႱႱႱ0 >260715a223240,229104
00004274 0ႲႲႲႲ0 <260361,260477c221876,222619
00004274 0ႲႲႲႲ0 >260715a223240,229104
00004275 0ႳႳႳႳ0 <260361,260477c221876,222619
00004275 0ႳႳႳႳ0 >260715a223240,229104
00004276 0ႴႴႴႴ0 <260361,260477c221876,222619
00004276 0ႴႴႴႴ0 >260715a223240,229104
00004277 0ႵႵႵႵ0 <260361,260477c221876,222619
00004277 0ႵႵႵႵ0 >260715a223240,229104
00004278 0ႶႶႶႶ0 <260361,260477c221876,222619
00004278 0ႶႶႶႶ0 >260715a223240,229104
00004279 0ႷႷႷႷ0 <260361,260477c221876,222619
00004279 0ႷႷႷႷ0 >260715a223240,229104
00004280 0ႸႸႸႸ0 <260361,260477c221876,222619
00004280 0ႸႸႸႸ0 >260715a223240,229104
00004281 0ႹႹႹႹ0 <260361,260477c221876,222619
00004281 0ႹႹႹႹ0 >260715a223240,229104
00004282 0ႺႺႺႺ0 <260361,260477c221876,222619
00004282 0ႺႺႺႺ0 >260715a223240,229104
00004283 0ႻႻႻႻ0 <260361,260477c221876,222619
00004283 0ႻႻႻႻ0 >260715a223240,229104
00004284 0ႼႼႼႼ0 <260361,260477c221876,222619
00004284 0ႼႼႼႼ0 >260715a223240,229104
00004285 0ႽႽႽႽ0 <260361,260477c221876,222619
00004285 0ႽႽႽႽ0 >260715a223240,229104
00004286 0ႾႾႾႾ0 <260361,260477c221876,222619
00004286 0ႾႾႾႾ0 >260715a223240,229104
00004287 0ႿႿႿႿ0 <260361,260477c221876,222619
00004287 0ႿႿႿႿ0 >260715a223240,229104
00004288 0ჀჀჀჀ0 <260361,260477c221876,222619
00004288 0ჀჀჀჀ0 >260715a223240,229104
00004289 0ჁჁჁჁ0 <260361,260477c221876,222619
00004289 0ჁჁჁჁ0 >260715a223240,229104
00004290 0ჂჂჂჂ0 <260361,260477c221876,222619
00004290 0ჂჂჂჂ0 >260715a223240,229104
00004291 0ჃჃჃჃ0 <260361,260477c221876,222619
00004291 0ჃჃჃჃ0 >260715a223240,229104
00004292 0ჄჄჄჄ0 <260361,260477c221876,222619
00004292 0ჄჄჄჄ0 >260715a223240,229104
00004293 0ჅჅჅჅ0 <260361,260477c221876,222619
00004293 0ჅჅჅჅ0 >260715a223240,229104
00004295 0ჇჇჇჇ0 <1,38628d0
00004295 0ჇჇჇჇ0 >260715a223240,229104
00004301 0ჍჍჍჍ0 <1,38628d0
00004301 0ჍჍჍჍ0 >260715a223240,229104
00004304 0აააა0 <260361,260477c221876,222619
00004304 0აააა0 >260715a223240,229104
00004305 0ბბბბ0 <260361,260477c221876,222619
00004305 0ბბბბ0 >260715a223240,229104
00004306 0გგგგ0 <260361,260477c221876,222619
00004306 0გგგგ0 >260715a223240,229104
00004307 0დდდდ0 <260361,260477c221876,222619
00004307 0დდდდ0 >260715a223240,229104
00004308 0ეეეე0 <260361,260477c221876,222619
00004308 0ეეეე0 >260715a223240,229104
00004309 0ვვვვ0 <260361,260477c221876,222619
00004309 0ვვვვ0 >260715a223240,229104
00004310 0ზზზზ0 <260361,260477c221876,222619
00004310 0ზზზზ0 >260715a223240,229104
00004311 0თთთთ0 <260361,260477c221876,222619
00004311 0თთთთ0 >260715a223240,229104
00004312 0იიიი0 <260361,260477c221876,222619
00004312 0იიიი0 >260715a223240,229104
00004313 0კკკკ0 <260361,260477c221876,222619
00004313 0კკკკ0 >260715a223240,229104
00004314 0ლლლლ0 <260361,260477c221876,222619
00004314 0ლლლლ0 >260715a223240,229104
00004315 0მმმმ0 <260361,260477c221876,222619
00004315 0მმმმ0 >260715a223240,229104
00004316 0ნნნნ0 <260361,260477c221876,222619
00004316 0ნნნნ0 >260715a223240,229104
00004317 0ოოოო0 <260361,260477c221876,222619
00004317 0ოოოო0 >260715a223240,229104
00004318 0პპპპ0 <260361,260477c221876,222619
00004318 0პპპპ0 >260715a223240,229104
00004319 0ჟჟჟჟ0 <260361,260477c221876,222619
00004319 0ჟჟჟჟ0 >260715a223240,229104
00004320 0რრრრ0 <260361,260477c221876,222619
00004320 0რრრრ0 >260715a223240,229104
00004321 0სსსს0 <260361,260477c221876,222619
00004321 0სსსს0 >260715a223240,229104
00004322 0ტტტტ0 <260361,260477c221876,222619
00004322 0ტტტტ0 >260715a223240,229104
00004323 0უუუუ0 <260361,260477c221876,222619
00004323 0უუუუ0 >260715a223240,229104
00004324 0ფფფფ0 <260361,260477c221876,222619
00004324 0ფფფფ0 >260715a223240,229104
00004325 0ქქქქ0 <260361,260477c221876,222619
00004325 0ქქქქ0 >260715a223240,229104
00004326 0ღღღღ0 <260361,260477c221876,222619
00004326 0ღღღღ0 >260715a223240,229104
00004327 0ყყყყ0 <260361,260477c221876,222619
00004327 0ყყყყ0 >260715a223240,229104
00004328 0შშშშ0 <260361,260477c221876,222619
00004328 0შშშშ0 >260715a223240,229104
00004329 0ჩჩჩჩ0 <260361,260477c221876,222619
00004329 0ჩჩჩჩ0 >260715a223240,229104
00004330 0ცცცც0 <260361,260477c221876,222619
00004330 0ცცცც0 >260715a223240,229104
00004331 0ძძძძ0 <260361,260477c221876,222619
00004331 0ძძძძ0 >260715a223240,229104
00004332 0წწწწ0 <260361,260477c221876,222619
00004332 0წწწწ0 >260715a223240,229104
00004333 0ჭჭჭჭ0 <260361,260477c221876,222619
00004333 0ჭჭჭჭ0 >260715a223240,229104
00004334 0ხხხხ0 <260361,260477c221876,222619
00004334 0ხხხხ0 >260715a223240,229104
00004335 0ჯჯჯჯ0 <260361,260477c221876,222619
00004335 0ჯჯჯჯ0 >260715a223240,229104
00004336 0ჰჰჰჰ0 <260361,260477c221876,222619
00004336 0ჰჰჰჰ0 >260715a223240,229104
00004337 0ჱჱჱჱ0 <260361,260477c221876,222619
00004337 0ჱჱჱჱ0 >260715a223240,229104
00004338 0ჲჲჲჲ0 <260361,260477c221876,222619
00004338 0ჲჲჲჲ0 >260715a223240,229104
00004339 0ჳჳჳჳ0 <260361,260477c221876,222619
00004339 0ჳჳჳჳ0 >260715a223240,229104
00004340 0ჴჴჴჴ0 <260361,260477c221876,222619
00004340 0ჴჴჴჴ0 >260715a223240,229104
00004341 0ჵჵჵჵ0 <260361,260477c221876,222619
00004341 0ჵჵჵჵ0 >260715a223240,229104
00004342 0ჶჶჶჶ0 <260361,260477c221876,222619
00004342 0ჶჶჶჶ0 >260715a223240,229104
00004343 0ჷჷჷჷ0 <1,38628d0
00004343 0ჷჷჷჷ0 >260715a223240,229104
00004344 0ჸჸჸჸ0 <1,38628d0
00004344 0ჸჸჸჸ0 >260715a223240,229104
00004345 0ჹჹჹჹ0 <1,38628d0
00004345 0ჹჹჹჹ0 >260715a223240,229104
00004346 0ჺჺჺჺ0 <1,38628d0
00004346 0ჺჺჺჺ0 >260715a223240,229104
00004347 0჻჻჻჻0 <1,38628d0
00004347 0჻჻჻჻0 >260715a223240,229104
00004348 0ჼჼჼჼ0 <1,38628d0
00004348 0ჼჼჼჼ0 >260715a223240,229104
00004349 0ჽჽჽჽ0 <1,38628d0
00004349 0ჽჽჽჽ0 >260715a223240,229104
00004350 0ჾჾჾჾ0 <1,38628d0
00004350 0ჾჾჾჾ0 >260715a223240,229104
00004351 0ჿჿჿჿ0 <1,38628d0
00004351 0ჿჿჿჿ0 >282165a259945,282165
00004352 0ᄀᄀᄀᄀ0 <1,38628d0
00004352 0ᄀᄀᄀᄀ0 >260715a223240,229104
00004353 0ᄁᄁᄁᄁ0 <1,38628d0
00004353 0ᄁᄁᄁᄁ0 >260715a223240,229104
00004354 0ᄂᄂᄂᄂ0 <1,38628d0
00004354 0ᄂᄂᄂᄂ0 >260715a223240,229104
00004355 0ᄃᄃᄃᄃ0 <1,38628d0
00004355 0ᄃᄃᄃᄃ0 >260715a223240,229104
00004356 0ᄄᄄᄄᄄ0 <1,38628d0
00004356 0ᄄᄄᄄᄄ0 >260715a223240,229104
00004357 0ᄅᄅᄅᄅ0 <1,38628d0
00004357 0ᄅᄅᄅᄅ0 >260715a223240,229104
00004358 0ᄆᄆᄆᄆ0 <1,38628d0
00004358 0ᄆᄆᄆᄆ0 >260715a223240,229104
00004359 0ᄇᄇᄇᄇ0 <1,38628d0
00004359 0ᄇᄇᄇᄇ0 >260715a223240,229104
00004360 0ᄈᄈᄈᄈ0 <1,38628d0
00004360 0ᄈᄈᄈᄈ0 >260715a223240,229104
00004361 0ᄉᄉᄉᄉ0 <1,38628d0
00004361 0ᄉᄉᄉᄉ0 >260715a223240,229104
00004362 0ᄊᄊᄊᄊ0 <1,38628d0
00004362 0ᄊᄊᄊᄊ0 >260715a223240,229104
00004363 0ᄋᄋᄋᄋ0 <1,38628d0
00004363 0ᄋᄋᄋᄋ0 >260715a223240,229104
00004364 0ᄌᄌᄌᄌ0 <1,38628d0
00004364 0ᄌᄌᄌᄌ0 >260715a223240,229104
00004365 0ᄍᄍᄍᄍ0 <1,38628d0
00004365 0ᄍᄍᄍᄍ0 >260715a223240,229104
00004366 0ᄎᄎᄎᄎ0 <1,38628d0
00004366 0ᄎᄎᄎᄎ0 >260715a223240,229104
00004367 0ᄏᄏᄏᄏ0 <1,38628d0
00004367 0ᄏᄏᄏᄏ0 >260715a223240,229104
00004368 0ᄐᄐᄐᄐ0 <1,38628d0
00004368 0ᄐᄐᄐᄐ0 >260715a223240,229104
00004369 0ᄑᄑᄑᄑ0 <1,38628d0
00004369 0ᄑᄑᄑᄑ0 >260715a223240,229104
00004370 0ᄒᄒᄒᄒ0 <1,38628d0
00004370 0ᄒᄒᄒᄒ0 >260715a223240,229104
00004371 0ᄓᄓᄓᄓ0 <1,38628d0
00004371 0ᄓᄓᄓᄓ0 >260715a223240,229104
00004372 0ᄔᄔᄔᄔ0 <1,38628d0
00004372 0ᄔᄔᄔᄔ0 >260715a223240,229104
00004373 0ᄕᄕᄕᄕ0 <1,38628d0
00004373 0ᄕᄕᄕᄕ0 >260715a223240,229104
00004374 0ᄖᄖᄖᄖ0 <1,38628d0
00004374 0ᄖᄖᄖᄖ0 >260715a223240,229104
00004375 0ᄗᄗᄗᄗ0 <1,38628d0
00004375 0ᄗᄗᄗᄗ0 >260715a223240,229104
00004376 0ᄘᄘᄘᄘ0 <1,38628d0
00004376 0ᄘᄘᄘᄘ0 >260715a223240,229104
00004377 0ᄙᄙᄙᄙ0 <1,38628d0
00004377 0ᄙᄙᄙᄙ0 >260715a223240,229104
00004378 0ᄚᄚᄚᄚ0 <1,38628d0
00004378 0ᄚᄚᄚᄚ0 >260715a223240,229104
00004379 0ᄛᄛᄛᄛ0 <1,38628d0
00004379 0ᄛᄛᄛᄛ0 >260715a223240,229104
00004380 0ᄜᄜᄜᄜ0 <1,38628d0
00004380 0ᄜᄜᄜᄜ0 >260715a223240,229104
00004381 0ᄝᄝᄝᄝ0 <1,38628d0
00004381 0ᄝᄝᄝᄝ0 >260715a223240,229104
00004382 0ᄞᄞᄞᄞ0 <1,38628d0
00004382 0ᄞᄞᄞᄞ0 >260715a223240,229104
00004383 0ᄟᄟᄟᄟ0 <1,38628d0
00004383 0ᄟᄟᄟᄟ0 >260715a223240,229104
00004384 0ᄠᄠᄠᄠ0 <1,38628d0
00004384 0ᄠᄠᄠᄠ0 >260715a223240,229104
00004385 0ᄡᄡᄡᄡ0 <1,38628d0
00004385 0ᄡᄡᄡᄡ0 >260715a223240,229104
00004386 0ᄢᄢᄢᄢ0 <1,38628d0
00004386 0ᄢᄢᄢᄢ0 >260715a223240,229104
00004387 0ᄣᄣᄣᄣ0 <1,38628d0
00004387 0ᄣᄣᄣᄣ0 >260715a223240,229104
00004388 0ᄤᄤᄤᄤ0 <1,38628d0
00004388 0ᄤᄤᄤᄤ0 >260715a223240,229104
00004389 0ᄥᄥᄥᄥ0 <1,38628d0
00004389 0ᄥᄥᄥᄥ0 >260715a223240,229104
00004390 0ᄦᄦᄦᄦ0 <1,38628d0
00004390 0ᄦᄦᄦᄦ0 >260715a223240,229104
00004391 0ᄧᄧᄧᄧ0 <1,38628d0
00004391 0ᄧᄧᄧᄧ0 >260715a223240,229104
00004392 0ᄨᄨᄨᄨ0 <1,38628d0
00004392 0ᄨᄨᄨᄨ0 >260715a223240,229104
00004393 0ᄩᄩᄩᄩ0 <1,38628d0
00004393 0ᄩᄩᄩᄩ0 >260715a223240,229104
00004394 0ᄪᄪᄪᄪ0 <1,38628d0
00004394 0ᄪᄪᄪᄪ0 >260715a223240,229104
00004395 0ᄫᄫᄫᄫ0 <1,38628d0
00004395 0ᄫᄫᄫᄫ0 >260715a223240,229104
00004396 0ᄬᄬᄬᄬ0 <1,38628d0
00004396 0ᄬᄬᄬᄬ0 >260715a223240,229104
00004397 0ᄭᄭᄭᄭ0 <1,38628d0
00004397 0ᄭᄭᄭᄭ0 >260715a223240,229104
00004398 0ᄮᄮᄮᄮ0 <1,38628d0
00004398 0ᄮᄮᄮᄮ0 >260715a223240,229104
00004399 0ᄯᄯᄯᄯ0 <1,38628d0
00004399 0ᄯᄯᄯᄯ0 >260715a223240,229104
00004400 0ᄰᄰᄰᄰ0 <1,38628d0
00004400 0ᄰᄰᄰᄰ0 >260715a223240,229104
00004401 0ᄱᄱᄱᄱ0 <1,38628d0
00004401 0ᄱᄱᄱᄱ0 >260715a223240,229104
00004402 0ᄲᄲᄲᄲ0 <1,38628d0
00004402 0ᄲᄲᄲᄲ0 >260715a223240,229104
00004403 0ᄳᄳᄳᄳ0 <1,38628d0
00004403 0ᄳᄳᄳᄳ0 >260715a223240,229104
00004404 0ᄴᄴᄴᄴ0 <1,38628d0
00004404 0ᄴᄴᄴᄴ0 >260715a223240,229104
00004405 0ᄵᄵᄵᄵ0 <1,38628d0
00004405 0ᄵᄵᄵᄵ0 >260715a223240,229104
00004406 0ᄶᄶᄶᄶ0 <1,38628d0
00004406 0ᄶᄶᄶᄶ0 >260715a223240,229104
00004407 0ᄷᄷᄷᄷ0 <1,38628d0
00004407 0ᄷᄷᄷᄷ0 >260715a223240,229104
00004408 0ᄸᄸᄸᄸ0 <1,38628d0
00004408 0ᄸᄸᄸᄸ0 >260715a223240,229104
00004409 0ᄹᄹᄹᄹ0 <1,38628d0
00004409 0ᄹᄹᄹᄹ0 >260715a223240,229104
00004410 0ᄺᄺᄺᄺ0 <1,38628d0
00004410 0ᄺᄺᄺᄺ0 >260715a223240,229104
00004411 0ᄻᄻᄻᄻ0 <1,38628d0
00004411 0ᄻᄻᄻᄻ0 >260715a223240,229104
00004412 0ᄼᄼᄼᄼ0 <1,38628d0
00004412 0ᄼᄼᄼᄼ0 >260715a223240,229104
00004413 0ᄽᄽᄽᄽ0 <1,38628d0
00004413 0ᄽᄽᄽᄽ0 >260715a223240,229104
00004414 0ᄾᄾᄾᄾ0 <1,38628d0
00004414 0ᄾᄾᄾᄾ0 >260715a223240,229104
00004415 0ᄿᄿᄿᄿ0 <1,38628d0
00004415 0ᄿᄿᄿᄿ0 >260715a223240,229104
00004416 0ᅀᅀᅀᅀ0 <1,38628d0
00004416 0ᅀᅀᅀᅀ0 >260715a223240,229104
00004417 0ᅁᅁᅁᅁ0 <1,38628d0
00004417 0ᅁᅁᅁᅁ0 >260715a223240,229104
00004418 0ᅂᅂᅂᅂ0 <1,38628d0
00004418 0ᅂᅂᅂᅂ0 >260715a223240,229104
00004419 0ᅃᅃᅃᅃ0 <1,38628d0
00004419 0ᅃᅃᅃᅃ0 >260715a223240,229104
00004420 0ᅄᅄᅄᅄ0 <1,38628d0
00004420 0ᅄᅄᅄᅄ0 >260715a223240,229104
00004421 0ᅅᅅᅅᅅ0 <1,38628d0
00004421 0ᅅᅅᅅᅅ0 >260715a223240,229104
00004422 0ᅆᅆᅆᅆ0 <1,38628d0
00004422 0ᅆᅆᅆᅆ0 >260715a223240,229104
00004423 0ᅇᅇᅇᅇ0 <1,38628d0
00004423 0ᅇᅇᅇᅇ0 >260715a223240,229104
00004424 0ᅈᅈᅈᅈ0 <1,38628d0
00004424 0ᅈᅈᅈᅈ0 >260715a223240,229104
00004425 0ᅉᅉᅉᅉ0 <1,38628d0
00004425 0ᅉᅉᅉᅉ0 >260715a223240,229104
00004426 0ᅊᅊᅊᅊ0 <1,38628d0
00004426 0ᅊᅊᅊᅊ0 >260715a223240,229104
00004427 0ᅋᅋᅋᅋ0 <1,38628d0
00004427 0ᅋᅋᅋᅋ0 >260715a223240,229104
00004428 0ᅌᅌᅌᅌ0 <1,38628d0
00004428 0ᅌᅌᅌᅌ0 >260715a223240,229104
00004429 0ᅍᅍᅍᅍ0 <1,38628d0
00004429 0ᅍᅍᅍᅍ0 >260715a223240,229104
00004430 0ᅎᅎᅎᅎ0 <1,38628d0
00004430 0ᅎᅎᅎᅎ0 >260715a223240,229104
00004431 0ᅏᅏᅏᅏ0 <1,38628d0
00004431 0ᅏᅏᅏᅏ0 >260715a223240,229104
00004432 0ᅐᅐᅐᅐ0 <1,38628d0
00004432 0ᅐᅐᅐᅐ0 >260715a223240,229104
00004433 0ᅑᅑᅑᅑ0 <1,38628d0
00004433 0ᅑᅑᅑᅑ0 >260715a223240,229104
00004434 0ᅒᅒᅒᅒ0 <1,38628d0
00004434 0ᅒᅒᅒᅒ0 >260715a223240,229104
00004435 0ᅓᅓᅓᅓ0 <1,38628d0
00004435 0ᅓᅓᅓᅓ0 >260715a223240,229104
00004436 0ᅔᅔᅔᅔ0 <1,38628d0
00004436 0ᅔᅔᅔᅔ0 >260715a223240,229104
00004437 0ᅕᅕᅕᅕ0 <1,38628d0
00004437 0ᅕᅕᅕᅕ0 >260715a223240,229104
00004438 0ᅖᅖᅖᅖ0 <1,38628d0
00004438 0ᅖᅖᅖᅖ0 >260715a223240,229104
00004439 0ᅗᅗᅗᅗ0 <1,38628d0
00004439 0ᅗᅗᅗᅗ0 >260715a223240,229104
00004440 0ᅘᅘᅘᅘ0 <1,38628d0
00004440 0ᅘᅘᅘᅘ0 >260715a223240,229104
00004441 0ᅙᅙᅙᅙ0 <1,38628d0
00004441 0ᅙᅙᅙᅙ0 >260715a223240,229104
00004442 0ᅚᅚᅚᅚ0 <1,38628d0
00004442 0ᅚᅚᅚᅚ0 >260715a223240,229104
00004443 0ᅛᅛᅛᅛ0 <1,38628d0
00004443 0ᅛᅛᅛᅛ0 >260715a223240,229104
00004444 0ᅜᅜᅜᅜ0 <1,38628d0
00004444 0ᅜᅜᅜᅜ0 >260715a223240,229104
00004445 0ᅝᅝᅝᅝ0 <1,38628d0
00004445 0ᅝᅝᅝᅝ0 >260715a223240,229104
00004446 0ᅞᅞᅞᅞ0 <1,38628d0
00004446 0ᅞᅞᅞᅞ0 >260715a223240,229104
00004447 0ᅟᅟᅟᅟ0 <1,38628d0
00004447 0ᅟᅟᅟᅟ0 >260715a223240,229104
00004448 0ᅠᅠᅠᅠ0 <1,38628d0
00004448 0ᅠᅠᅠᅠ0 >260715a223240,229104
00004449 0ᅡᅡᅡᅡ0 <1,38628d0
00004449 0ᅡᅡᅡᅡ0 >260715a223240,229104
00004450 0ᅢᅢᅢᅢ0 <1,38628d0
00004450 0ᅢᅢᅢᅢ0 >260715a223240,229104
00004451 0ᅣᅣᅣᅣ0 <1,38628d0
00004451 0ᅣᅣᅣᅣ0 >260715a223240,229104
00004452 0ᅤᅤᅤᅤ0 <1,38628d0
00004452 0ᅤᅤᅤᅤ0 >260715a223240,229104
00004453 0ᅥᅥᅥᅥ0 <1,38628d0
00004453 0ᅥᅥᅥᅥ0 >260715a223240,229104
00004454 0ᅦᅦᅦᅦ0 <1,38628d0
00004454 0ᅦᅦᅦᅦ0 >260715a223240,229104
00004455 0ᅧᅧᅧᅧ0 <1,38628d0
00004455 0ᅧᅧᅧᅧ0 >260715a223240,229104
00004456 0ᅨᅨᅨᅨ0 <1,38628d0
00004456 0ᅨᅨᅨᅨ0 >260715a223240,229104
00004457 0ᅩᅩᅩᅩ0 <1,38628d0
00004457 0ᅩᅩᅩᅩ0 >260715a223240,229104
00004458 0ᅪᅪᅪᅪ0 <1,38628d0
00004458 0ᅪᅪᅪᅪ0 >260715a223240,229104
00004459 0ᅫᅫᅫᅫ0 <1,38628d0
00004459 0ᅫᅫᅫᅫ0 >260715a223240,229104
00004460 0ᅬᅬᅬᅬ0 <1,38628d0
00004460 0ᅬᅬᅬᅬ0 >260715a223240,229104
00004461 0ᅭᅭᅭᅭ0 <1,38628d0
00004461 0ᅭᅭᅭᅭ0 >260715a223240,229104
00004462 0ᅮᅮᅮᅮ0 <1,38628d0
00004462 0ᅮᅮᅮᅮ0 >260715a223240,229104
00004463 0ᅯᅯᅯᅯ0 <1,38628d0
00004463 0ᅯᅯᅯᅯ0 >260715a223240,229104
00004464 0ᅰᅰᅰᅰ0 <1,38628d0
00004464 0ᅰᅰᅰᅰ0 >260715a223240,229104
00004465 0ᅱᅱᅱᅱ0 <1,38628d0
00004465 0ᅱᅱᅱᅱ0 >260715a223240,229104
00004466 0ᅲᅲᅲᅲ0 <1,38628d0
00004466 0ᅲᅲᅲᅲ0 >260715a223240,229104
00004467 0ᅳᅳᅳᅳ0 <1,38628d0
00004467 0ᅳᅳᅳᅳ0 >260715a223240,229104
00004468 0ᅴᅴᅴᅴ0 <1,38628d0
00004468 0ᅴᅴᅴᅴ0 >260715a223240,229104
00004469 0ᅵᅵᅵᅵ0 <1,38628d0
00004469 0ᅵᅵᅵᅵ0 >260715a223240,229104
00004470 0ᅶᅶᅶᅶ0 <1,38628d0
00004470 0ᅶᅶᅶᅶ0 >260715a223240,229104
00004471 0ᅷᅷᅷᅷ0 <1,38628d0
00004471 0ᅷᅷᅷᅷ0 >260715a223240,229104
00004472 0ᅸᅸᅸᅸ0 <1,38628d0
00004472 0ᅸᅸᅸᅸ0 >260715a223240,229104
00004473 0ᅹᅹᅹᅹ0 <1,38628d0
00004473 0ᅹᅹᅹᅹ0 >260715a223240,229104
00004474 0ᅺᅺᅺᅺ0 <1,38628d0
