
# CodePoint UnicodeBlock PatternID String PositionChange
000d7c 0D00 S-342 ർ3ർ -10835010,12+10834764,6:-21417043,6+21416893,32
000d7c 0D00 S-343 ർ.ർ -21417103,6+21416979,66:-3340956,12+3340848,6
000d7c 0D00 S-344 ർ ർ -21417103,6+21416979,66:-3228432,12+3228342,6
000d7c 0D00 S-345 ർ様ർ -21417103,6+21416979,66:-22601933,12+22601951,6
000d7c 0D00 S-346 ർクർ -21417103,6+21416979,66:-6741126,48+6740970,6
000d7c 0D00 S-350 Bർർ -15517873,12+15517579,6:-18230359,26+18230047,34
000d7c 0D00 S-351 Oർർ -19367578,12+19367254,6:-21237622,26+21237280,34
000d7c 0D00 S-352 3ർർ -11133353,12+11133095,6:-14387116,26+14386834,34
000d7c 0D00 S-353 .ർർ -21417103,6+21416979,66:-2591585,12+2591525,6
000d7c 0D00 S-354  ർർ -1038521,12+1038497,6:-21417103,6+21416979,66
000d7c 0D00 S-355 様ർർ -22900270,12+22900276,6:-23166189,26+23166201,34
000d7c 0D00 S-356 クർർ -21417103,6+21416979,66:-6741126,48+6740970,6
000d7c 0D00 S-380 3Bർ -13510998,12+13510698,6:-14294552,10+14294246,18
000d7c 0D00 S-399 ർർർ -21417103,6+21416979,66:-6741126,48+6740970,6
000d7c 0D00 S-400 ർർBB -16036653,12+16036347,6:-21417103,6+21416979,66
000d7c 0D00 S-401 ർർOO -19889151,12+19888815,6:-21417103,6+21416979,66
000d7c 0D00 S-402 ർർ33 -11652615,12+11652345,6:-21417103,6+21416979,66
000d7c 0D00 S-403 ർർ.. -21417103,6+21416979,66:-5152786,12+5152636,6
000d7c 0D00 S-404 ർർ   -21417103,6+21416979,66:-5077780,12+5077642,6
000d7c 0D00 S-405 ർർ様様 -21417103,6+21416979,66:-23456276,12+23456294,6
000d7c 0D00 S-406 ർർクク -21417103,6+21416979,66:-8327193,30+8326995,6
000d7c 0D00 S-410 BർർB -16813015,12+16812691,6:-18230359,26+18230047,34
000d7c 0D00 S-411 OർർO -20406727,12+20406379,6:-21237622,26+21237280,34
000d7c 0D00 S-412 3ർർ3 -12427881,12+12427593,6:-14387116,26+14386834,34
000d7c 0D00 S-413 .ർർ. -21417103,6+21416979,66:-2629073,12+2629007,6
000d7c 0D00 S-414  ർർ  -1076009,12+1075979,6:-21417103,6+21416979,66
000d7c 0D00 S-415 様ർർ様 -23166189,26+23166201,34:-23973869,12+23973875,6
000d7c 0D00 S-416 クർർク -21417103,6+21416979,66:-8327193,30+8326995,6
000d7c 0D00 S-420 BBർർ -17589562,12+17589220,6:-18116577,31+18116238,41
000d7c 0D00 S-421 OOർർ -20924321,12+20923961,6:-21188744,22+21188384,28
000d7c 0D00 S-422 33ർർ -12945481,12+12945181,6:-13207596,22+13207296,28
000d7c 0D00 S-423 ..ർർ -1814316,12+1814274,6:-21417103,6+21416979,66
000d7c 0D00 S-424   ർർ -21417103,6+21416979,66:-261189,12+261183,6
000d7c 0D00 S-425 様様ർർ -24491462,12+24491456,6:-24753099,22+24753093,28
000d7c 0D00 S-426 ククർർ -21417103,6+21416979,66:-8327193,30+8326995,6
000d7c 0D00 S-480 3BർB -14029550,12+14029238,6:-14294552,10+14294246,18
000d7c 0D00 S-481 3B-ർ -13252254,12+13251960,6:-14294552,10+14294246,18
000d7c 0D00 S-499 ർർർർ -21417103,6+21416979,66:-8327193,30+8326995,6
000d7c 0D00 S-580 BBർർ	 -18067446,12+18067098,6:-18116577,31+18116238,41
000d7c 0D00 S-581 	BBർർ -16295440,12+16295128,6:-18116577,31+18116238,41
000d7c 0D00 S-582 BB-ർർ -17071945,12+17071615,6:-18116577,31+18116238,41
000d7c 0D00 S-583 🙂👍ർ❤™ -21417043,6+21416893,32:-9357601,12+9357379,6
000d7c 0D00 S-584 ർർ.33 -11690103,12+11689827,6:-21417103,6+21416979,66
000d7c 0D00 S-585 3B-ർB -13770806,12+13770500,6:-14294552,10+14294246,18
000d7c 0D00 S-599 ർർർർർ -21417103,6+21416979,66:-9395089,12+9394861,6
000d7d 0D00 S-199 ൽ -21417103,6+21416979,66:-3115820,12+3115748,6
000d7d 0D00 S-200 ൽB -14483030,12+14482760,6:-21417103,6+21416979,66
000d7d 0D00 S-201 ൽO -18332735,12+18332435,6:-21417103,6+21416979,66
000d7d 0D00 S-202 ൽ3 -10098501,12+10098267,6:-21417103,6+21416979,66
000d7d 0D00 S-203 ൽ. -21417103,6+21416979,66:-3265977,12+3265881,6
000d7d 0D00 S-204 ൽ  -21417103,6+21416979,66:-3153453,12+3153375,6
000d7d 0D00 S-205 ൽ様 -21417163,6+21417099,40:-21865427,12+21865457,6
000d7d 0D00 S-206 ൽク -21417103,6+21416979,66:-4928600,24+4928486,6
000d7d 0D00 S-210 Bൽ -15259253,12+15258965,6:-18230359,26+18230047,34
000d7d 0D00 S-211 Oൽ -19108958,12+19108640,6:-21237622,26+21237280,34
000d7d 0D00 S-212 3ൽ -10874732,12+10874480,6:-14387116,26+14386834,34
000d7d 0D00 S-213 .ൽ -2074345,12+2074297,6:-21417103,6+21416979,66
000d7d 0D00 S-214  ൽ -21417103,6+21416979,66:-521281,12+521269,6
000d7d 0D00 S-215 様ൽ -22641650,12+22641662,6:-23166189,26+23166201,34
000d7d 0D00 S-216 クൽ -21417103,6+21416979,66:-4928600,24+4928486,6
000d7d 0D00 S-299 ൽൽ -21417163,6+21417099,40:-4928600,24+4928486,6
000d7d 0D00 S-300 ൽBB -15778033,12+15777733,6:-21417103,6+21416979,66
000d7d 0D00 S-301 ൽOO -19630531,12+19630201,6:-21417103,6+21416979,66
000d7d 0D00 S-302 ൽ33 -11393061,12+11392797,6:-21417103,6+21416979,66
000d7d 0D00 S-303 ൽ.. -21417103,6+21416979,66:-3303466,12+3303364,6
000d7d 0D00 S-304 ൽ   -21417103,6+21416979,66:-3190942,12+3190858,6
000d7d 0D00 S-305 ൽ様様 -21417163,6+21417099,40:-23197656,12+23197680,6
000d7d 0D00 S-306 ൽクク -21417103,6+21416979,66:-6741126,48+6740970,6
000d7d 0D00 S-310 BൽB -16554396,12+16554078,6:-18230359,26+18230047,34
000d7d 0D00 S-311 OൽO -20148108,12+20147766,6:-21237622,26+21237280,34
000d7d 0D00 S-312 3ൽ3 -12169262,12+12168980,6:-14387116,26+14386834,34
000d7d 0D00 S-313 .ൽ. -2111834,12+2111780,6:-21417103,6+21416979,66
000d7d 0D00 S-314  ൽ  -21417103,6+21416979,66:-558770,12+558752,6
000d7d 0D00 S-315 様ൽ様 -23166189,26+23166201,34:-23715249,12+23715261,6
000d7d 0D00 S-316 クൽク -21417103,6+21416979,66:-6741126,48+6740970,6
000d7d 0D00 S-320 BBൽ -17330942,12+17330606,6:-18116577,31+18116238,41
000d7d 0D00 S-321 OOൽ -20665701,12+20665347,6:-21188744,22+21188384,28
000d7d 0D00 S-322 33ൽ -12686860,12+12686566,6:-13207596,22+13207296,28
000d7d 0D00 S-323 ..ൽ -1555696,12+1555660,6:-21417103,6+21416979,66
000d7d 0D00 S-324   ൽ -21417103,6+21416979,66:-2569,12+2569,6
000d7d 0D00 S-325 様様ൽ -24232842,12+24232842,6:-24753099,22+24753093,28
000d7d 0D00 S-326 ククൽ -21417103,6+21416979,66:-6741126,48+6740970,6
000d7d 0D00 S-330 ൽൽB -14741650,12+14741374,6:-21417163,6+21417099,40
000d7d 0D00 S-331 ൽൽO -18591355,12+18591049,6:-21417163,6+21417099,40
000d7d 0D00 S-332 ൽൽ3 -10357122,12+10356882,6:-21417163,6+21417099,40
000d7d 0D00 S-333 ൽൽ. -21417163,6+21417099,40:-5115297,12+5115153,6
000d7d 0D00 S-334 ൽൽ  -21417163,6+21417099,40:-5040291,12+5040159,6
000d7d 0D00 S-335 ൽൽ様 -21417163,6+21417099,40:-22124047,12+22124071,6
000d7d 0D00 S-336 ൽൽク -21417163,6+21417099,40:-6741126,48+6740970,6
000d7d 0D00 S-340 ൽBൽ -15219536,12+15219254,6:-21417103,6+21416979,66
000d7d 0D00 S-341 ൽOൽ -19069241,12+19068929,6:-21417103,6+21416979,66
000d7d 0D00 S-342 ൽ3ൽ -10835010,12+10834764,6:-21417103,6+21416979,66
000d7d 0D00 S-343 ൽ.ൽ -21417163,6+21417099,40:-3340956,12+3340848,6
000d7d 0D00 S-344 ൽ ൽ -21417163,6+21417099,40:-3228432,12+3228342,6
000d7d 0D00 S-345 ൽ様ൽ -21417163,6+21417099,40:-22601933,12+22601951,6
000d7d 0D00 S-346 ൽクൽ -21417163,6+21417099,40:-6741126,48+6740970,6
000d7d 0D00 S-350 Bൽൽ -15517873,12+15517579,6:-18230359,26+18230047,34
000d7d 0D00 S-351 Oൽൽ -19367578,12+19367254,6:-21237622,26+21237280,34
000d7d 0D00 S-352 3ൽൽ -11133353,12+11133095,6:-14387116,26+14386834,34
000d7d 0D00 S-353 .ൽൽ -21417163,6+21417099,40:-2591585,12+2591525,6
000d7d 0D00 S-354  ൽൽ -1038521,12+1038497,6:-21417163,6+21417099,40
000d7d 0D00 S-355 様ൽൽ -22900270,12+22900276,6:-23166189,26+23166201,34
000d7d 0D00 S-356 クൽൽ -21417163,6+21417099,40:-6741126,48+6740970,6
000d7d 0D00 S-380 3Bൽ -13510998,12+13510698,6:-14294552,10+14294246,18
000d7d 0D00 S-399 ൽൽൽ -21417163,6+21417099,40:-6741126,48+6740970,6
000d7d 0D00 S-400 ൽൽBB -16036653,12+16036347,6:-21417163,6+21417099,40
000d7d 0D00 S-401 ൽൽOO -19889151,12+19888815,6:-21417163,6+21417099,40
000d7d 0D00 S-402 ൽൽ33 -11652615,12+11652345,6:-21417163,6+21417099,40
000d7d 0D00 S-403 ൽൽ.. -21417163,6+21417099,40:-5152786,12+5152636,6
000d7d 0D00 S-404 ൽൽ   -21417163,6+21417099,40:-5077780,12+5077642,6
000d7d 0D00 S-405 ൽൽ様様 -21417163,6+21417099,40:-23456276,12+23456294,6
000d7d 0D00 S-406 ൽൽクク -21417163,6+21417099,40:-8327193,30+8326995,6
000d7d 0D00 S-410 BൽൽB -16813015,12+16812691,6:-18230359,26+18230047,34
000d7d 0D00 S-411 OൽൽO -20406727,12+20406379,6:-21237622,26+21237280,34
000d7d 0D00 S-412 3ൽൽ3 -12427881,12+12427593,6:-14387116,26+14386834,34
000d7d 0D00 S-413 .ൽൽ. -21417163,6+21417099,40:-2629073,12+2629007,6
000d7d 0D00 S-414  ൽൽ  -1076009,12+1075979,6:-21417163,6+21417099,40
000d7d 0D00 S-415 様ൽൽ様 -23166189,26+23166201,34:-23973869,12+23973875,6
000d7d 0D00 S-416 クൽൽク -21417163,6+21417099,40:-8327193,30+8326995,6
000d7d 0D00 S-420 BBൽൽ -17589562,12+17589220,6:-18116577,31+18116238,41
000d7d 0D00 S-421 OOൽൽ -20924321,12+20923961,6:-21188744,22+21188384,28
000d7d 0D00 S-422 33ൽൽ -12945481,12+12945181,6:-13207596,22+13207296,28
000d7d 0D00 S-423 ..ൽൽ -1814316,12+1814274,6:-21417163,6+21417099,40
000d7d 0D00 S-424   ൽൽ -21417163,6+21417099,40:-261189,12+261183,6
000d7d 0D00 S-425 様様ൽൽ -24491462,12+24491456,6:-24753099,22+24753093,28
000d7d 0D00 S-426 ククൽൽ -21417163,6+21417099,40:-8327193,30+8326995,6
000d7d 0D00 S-480 3BൽB -14029550,12+14029238,6:-14294552,10+14294246,18
000d7d 0D00 S-481 3B-ൽ -13252254,12+13251960,6:-14294552,10+14294246,18
000d7d 0D00 S-499 ൽൽൽൽ -21417163,6+21417099,40:-8327193,30+8326995,6
000d7d 0D00 S-580 BBൽൽ	 -18067446,12+18067098,6:-18116577,31+18116238,41
000d7d 0D00 S-581 	BBൽൽ -16295440,12+16295128,6:-18116577,31+18116238,41
000d7d 0D00 S-582 BB-ൽൽ -17071945,12+17071615,6:-18116577,31+18116238,41
000d7d 0D00 S-583 🙂👍ൽ❤™ -21417103,6+21416979,66:-9357601,12+9357379,6
000d7d 0D00 S-584 ൽൽ.33 -11690103,12+11689827,6:-21417163,6+21417099,40
000d7d 0D00 S-585 3B-ൽB -13770806,12+13770500,6:-14294552,10+14294246,18
000d7d 0D00 S-599 ൽൽൽൽൽ -21417163,6+21417099,40:-9395089,12+9394861,6
000d7e 0D00 S-199 ൾ -21417463,6+21417433,32:-3115820,12+3115748,6
000d7e 0D00 S-200 ൾB -14483030,12+14482760,6:-21417463,6+21417433,32
000d7e 0D00 S-201 ൾO -18332735,12+18332435,6:-21417463,6+21417433,32
000d7e 0D00 S-202 ൾ3 -10098501,12+10098267,6:-21417463,6+21417433,32
000d7e 0D00 S-203 ൾ. -21417463,6+21417433,32:-3265977,12+3265881,6
000d7e 0D00 S-204 ൾ  -21417463,6+21417433,32:-3153453,12+3153375,6
000d7e 0D00 S-205 ൾ様 -21417523,6+21417519,40:-21865427,12+21865457,6
000d7e 0D00 S-206 ൾク -21417463,6+21417433,32:-4928600,24+4928486,6
000d7e 0D00 S-210 Bൾ -15259253,12+15258965,6:-18230387,10+18230083,14
000d7e 0D00 S-211 Oൾ -19108958,12+19108640,6:-21237650,10+21237316,14
000d7e 0D00 S-212 3ൾ -10874732,12+10874480,6:-14387144,10+14386870,14
000d7e 0D00 S-213 .ൾ -2074345,12+2074297,6:-21417463,6+21417433,32
000d7e 0D00 S-214  ൾ -21417463,6+21417433,32:-521281,12+521269,6
000d7e 0D00 S-215 様ൾ -22641650,12+22641662,6:-23166217,10+23166237,14
000d7e 0D00 S-216 クൾ -21417463,6+21417433,32:-4928600,24+4928486,6
000d7e 0D00 S-299 ൾൾ -21417523,6+21417519,40:-4928600,24+4928486,6
000d7e 0D00 S-300 ൾBB -15778033,12+15777733,6:-21417463,6+21417433,32
000d7e 0D00 S-301 ൾOO -19630531,12+19630201,6:-21417463,6+21417433,32
000d7e 0D00 S-302 ൾ33 -11393061,12+11392797,6:-21417463,6+21417433,32
000d7e 0D00 S-303 ൾ.. -21417463,6+21417433,32:-3303466,12+3303364,6
000d7e 0D00 S-304 ൾ   -21417463,6+21417433,32:-3190942,12+3190858,6
000d7e 0D00 S-305 ൾ様様 -21417523,6+21417519,40:-23197656,12+23197680,6
000d7e 0D00 S-306 ൾクク -21417463,6+21417433,32:-6741126,48+6740970,6
000d7e 0D00 S-310 BൾB -16554396,12+16554078,6:-18230387,10+18230083,14
000d7e 0D00 S-311 OൾO -20148108,12+20147766,6:-21237650,10+21237316,14
000d7e 0D00 S-312 3ൾ3 -12169262,12+12168980,6:-14387144,10+14386870,14
000d7e 0D00 S-313 .ൾ. -2111834,12+2111780,6:-21417463,6+21417433,32
000d7e 0D00 S-314  ൾ  -21417463,6+21417433,32:-558770,12+558752,6
000d7e 0D00 S-315 様ൾ様 -23166217,10+23166237,14:-23715249,12+23715261,6
000d7e 0D00 S-316 クൾク -21417463,6+21417433,32:-6741126,48+6740970,6
000d7e 0D00 S-320 BBൾ -17330942,12+17330606,6:-18116612,11+18116283,16
000d7e 0D00 S-321 OOൾ -20665701,12+20665347,6:-21188744,22+21188384,28
000d7e 0D00 S-322 33ൾ -12686860,12+12686566,6:-13207596,22+13207296,28
000d7e 0D00 S-323 ..ൾ -1555696,12+1555660,6:-21417463,6+21417433,32
000d7e 0D00 S-324   ൾ -21417463,6+21417433,32:-2569,12+2569,6
000d7e 0D00 S-325 様様ൾ -24232842,12+24232842,6:-24753099,22+24753093,28
000d7e 0D00 S-326 ククൾ -21417463,6+21417433,32:-6741126,48+6740970,6
000d7e 0D00 S-330 ൾൾB -14741650,12+14741374,6:-21417523,6+21417519,40
000d7e 0D00 S-331 ൾൾO -18591355,12+18591049,6:-21417523,6+21417519,40
000d7e 0D00 S-332 ൾൾ3 -10357122,12+10356882,6:-21417523,6+21417519,40
000d7e 0D00 S-333 ൾൾ. -21417523,6+21417519,40:-5115297,12+5115153,6
000d7e 0D00 S-334 ൾൾ  -21417523,6+21417519,40:-5040291,12+5040159,6
000d7e 0D00 S-335 ൾൾ様 -21417523,6+21417519,40:-22124047,12+22124071,6
000d7e 0D00 S-336 ൾൾク -21417523,6+21417519,40:-6741126,48+6740970,6
000d7e 0D00 S-340 ൾBൾ -15219536,12+15219254,6:-21417463,6+21417433,32
000d7e 0D00 S-341 ൾOൾ -19069241,12+19068929,6:-21417463,6+21417433,32
000d7e 0D00 S-342 ൾ3ൾ -10835010,12+10834764,6:-21417463,6+21417433,32
000d7e 0D00 S-343 ൾ.ൾ -21417523,6+21417519,40:-3340956,12+3340848,6
000d7e 0D00 S-344 ൾ ൾ -21417523,6+21417519,40:-3228432,12+3228342,6
000d7e 0D00 S-345 ൾ様ൾ -21417523,6+21417519,40:-22601933,12+22601951,6
000d7e 0D00 S-346 ൾクൾ -21417523,6+21417519,40:-6741126,48+6740970,6
000d7e 0D00 S-350 Bൾൾ -15517873,12+15517579,6:-18230387,10+18230083,14
000d7e 0D00 S-351 Oൾൾ -19367578,12+19367254,6:-21237650,10+21237316,14
000d7e 0D00 S-352 3ൾൾ -11133353,12+11133095,6:-14387144,10+14386870,14
000d7e 0D00 S-353 .ൾൾ -21417523,6+21417519,40:-2591585,12+2591525,6
000d7e 0D00 S-354  ൾൾ -1038521,12+1038497,6:-21417523,6+21417519,40
000d7e 0D00 S-355 様ൾൾ -22900270,12+22900276,6:-23166217,10+23166237,14
000d7e 0D00 S-356 クൾൾ -21417523,6+21417519,40:-6741126,48+6740970,6
000d7e 0D00 S-380 3Bൾ -13510998,12+13510698,6:-14294580,6+14294282,10
000d7e 0D00 S-399 ൾൾൾ -21417523,6+21417519,40:-6741126,48+6740970,6
000d7e 0D00 S-400 ൾൾBB -16036653,12+16036347,6:-21417523,6+21417519,40
000d7e 0D00 S-401 ൾൾOO -19889151,12+19888815,6:-21417523,6+21417519,40
000d7e 0D00 S-402 ൾൾ33 -11652615,12+11652345,6:-21417523,6+21417519,40
000d7e 0D00 S-403 ൾൾ.. -21417523,6+21417519,40:-5152786,12+5152636,6
000d7e 0D00 S-404 ൾൾ   -21417523,6+21417519,40:-5077780,12+5077642,6
000d7e 0D00 S-405 ൾൾ様様 -21417523,6+21417519,40:-23456276,12+23456294,6
000d7e 0D00 S-406 ൾൾクク -21417523,6+21417519,40:-8327193,30+8326995,6
000d7e 0D00 S-410 BൾൾB -16813015,12+16812691,6:-18230387,10+18230083,14
000d7e 0D00 S-411 OൾൾO -20406727,12+20406379,6:-21237650,10+21237316,14
000d7e 0D00 S-412 3ൾൾ3 -12427881,12+12427593,6:-14387144,10+14386870,14
000d7e 0D00 S-413 .ൾൾ. -21417523,6+21417519,40:-2629073,12+2629007,6
000d7e 0D00 S-414  ൾൾ  -1076009,12+1075979,6:-21417523,6+21417519,40
000d7e 0D00 S-415 様ൾൾ様 -23166217,10+23166237,14:-23973869,12+23973875,6
000d7e 0D00 S-416 クൾൾク -21417523,6+21417519,40:-8327193,30+8326995,6
000d7e 0D00 S-420 BBൾൾ -17589562,12+17589220,6:-18116612,11+18116283,16
000d7e 0D00 S-421 OOൾൾ -20924321,12+20923961,6:-21188744,22+21188384,28
000d7e 0D00 S-422 33ൾൾ -12945481,12+12945181,6:-13207596,22+13207296,28
000d7e 0D00 S-423 ..ൾൾ -1814316,12+1814274,6:-21417523,6+21417519,40
000d7e 0D00 S-424   ൾൾ -21417523,6+21417519,40:-261189,12+261183,6
000d7e 0D00 S-425 様様ൾൾ -24491462,12+24491456,6:-24753099,22+24753093,28
000d7e 0D00 S-426 ククൾൾ -21417523,6+21417519,40:-8327193,30+8326995,6
000d7e 0D00 S-480 3BൾB -14029550,12+14029238,6:-14294580,6+14294282,10
000d7e 0D00 S-481 3B-ൾ -13252254,12+13251960,6:-14294580,6+14294282,10
000d7e 0D00 S-499 ൾൾൾൾ -21417523,6+21417519,40:-8327193,30+8326995,6
000d7e 0D00 S-580 BBൾൾ	 -18067446,12+18067098,6:-18116612,11+18116283,16
000d7e 0D00 S-581 	BBൾൾ -16295440,12+16295128,6:-18116612,11+18116283,16
000d7e 0D00 S-582 BB-ൾൾ -17071945,12+17071615,6:-18116612,11+18116283,16
000d7e 0D00 S-583 🙂👍ൾ❤™ -21417463,6+21417433,32:-9357601,12+9357379,6
000d7e 0D00 S-584 ൾൾ.33 -11690103,12+11689827,6:-21417523,6+21417519,40
000d7e 0D00 S-585 3B-ൾB -13770806,12+13770500,6:-14294580,6+14294282,10
000d7e 0D00 S-599 ൾൾൾൾൾ -21417523,6+21417519,40:-9395089,12+9394861,6
000d7f 0D00 S-199 ൿ -21415423,6+21415093,32:-3115820,12+3115748,6
000d7f 0D00 S-200 ൿB -14483030,12+14482760,6:-21415423,6+21415093,32
000d7f 0D00 S-201 ൿO -18332735,12+18332435,6:-21415423,6+21415093,32
000d7f 0D00 S-202 ൿ3 -10098501,12+10098267,6:-21415423,6+21415093,32
000d7f 0D00 S-203 ൿ. -21415423,6+21415093,32:-3265977,12+3265881,6
000d7f 0D00 S-204 ൿ  -21415423,6+21415093,32:-3153453,12+3153375,6
000d7f 0D00 S-205 ൿ様 -21415483,6+21415179,40:-21865427,12+21865457,6
000d7f 0D00 S-206 ൿク -21415423,6+21415093,32:-4928600,24+4928486,6
000d7f 0D00 S-210 Bൿ -15259253,12+15258965,6:-18230251,10+18229927,14
000d7f 0D00 S-211 Oൿ -19108958,12+19108640,6:-21237514,10+21237160,14
000d7f 0D00 S-212 3ൿ -10874732,12+10874480,6:-14387008,10+14386714,14
000d7f 0D00 S-213 .ൿ -2074345,12+2074297,6:-21415423,6+21415093,32
000d7f 0D00 S-214  ൿ -21415423,6+21415093,32:-521281,12+521269,6
000d7f 0D00 S-215 様ൿ -22641650,12+22641662,6:-23166081,10+23166081,14
000d7f 0D00 S-216 クൿ -21415423,6+21415093,32:-4928600,24+4928486,6
000d7f 0D00 S-299 ൿൿ -21415483,6+21415179,40:-4928600,24+4928486,6
000d7f 0D00 S-300 ൿBB -15778033,12+15777733,6:-21415423,6+21415093,32
000d7f 0D00 S-301 ൿOO -19630531,12+19630201,6:-21415423,6+21415093,32
000d7f 0D00 S-302 ൿ33 -11393061,12+11392797,6:-21415423,6+21415093,32
000d7f 0D00 S-303 ൿ.. -21415423,6+21415093,32:-3303466,12+3303364,6
000d7f 0D00 S-304 ൿ   -21415423,6+21415093,32:-3190942,12+3190858,6
000d7f 0D00 S-305 ൿ様様 -21415483,6+21415179,40:-23197656,12+23197680,6
000d7f 0D00 S-306 ൿクク -21415423,6+21415093,32:-6741126,48+6740970,6
000d7f 0D00 S-310 BൿB -16554396,12+16554078,6:-18230251,10+18229927,14
000d7f 0D00 S-311 OൿO -20148108,12+20147766,6:-21237514,10+21237160,14
000d7f 0D00 S-312 3ൿ3 -12169262,12+12168980,6:-14387008,10+14386714,14
000d7f 0D00 S-313 .ൿ. -2111834,12+2111780,6:-21415423,6+21415093,32
000d7f 0D00 S-314  ൿ  -21415423,6+21415093,32:-558770,12+558752,6
000d7f 0D00 S-315 様ൿ様 -23166081,10+23166081,14:-23715249,12+23715261,6
000d7f 0D00 S-316 クൿク -21415423,6+21415093,32:-6741126,48+6740970,6
000d7f 0D00 S-320 BBൿ -17330942,12+17330606,6:-18116442,11+18116088,16
000d7f 0D00 S-321 OOൿ -20665701,12+20665347,6:-21188690,8+21188324,10
000d7f 0D00 S-322 33ൿ -12686860,12+12686566,6:-13207542,8+13207236,10
000d7f 0D00 S-323 ..ൿ -1555696,12+1555660,6:-21415423,6+21415093,32
000d7f 0D00 S-324   ൿ -21415423,6+21415093,32:-2569,12+2569,6
000d7f 0D00 S-325 様様ൿ -24232842,12+24232842,6:-24753045,8+24753033,10
000d7f 0D00 S-326 ククൿ -21415423,6+21415093,32:-6741126,48+6740970,6
000d7f 0D00 S-330 ൿൿB -14741650,12+14741374,6:-21415483,6+21415179,40
000d7f 0D00 S-331 ൿൿO -18591355,12+18591049,6:-21415483,6+21415179,40
000d7f 0D00 S-332 ൿൿ3 -10357122,12+10356882,6:-21415483,6+21415179,40
000d7f 0D00 S-333 ൿൿ. -21415483,6+21415179,40:-5115297,12+5115153,6
000d7f 0D00 S-334 ൿൿ  -21415483,6+21415179,40:-5040291,12+5040159,6
000d7f 0D00 S-335 ൿൿ様 -21415483,6+21415179,40:-22124047,12+22124071,6
000d7f 0D00 S-336 ൿൿク -21415483,6+21415179,40:-6741126,48+6740970,6
000d7f 0D00 S-340 ൿBൿ -15219536,12+15219254,6:-21415423,6+21415093,32
000d7f 0D00 S-341 ൿOൿ -19069241,12+19068929,6:-21415423,6+21415093,32
000d7f 0D00 S-342 ൿ3ൿ -10835010,12+10834764,6:-21415423,6+21415093,32
000d7f 0D00 S-343 ൿ.ൿ -21415483,6+21415179,40:-3340956,12+3340848,6
000d7f 0D00 S-344 ൿ ൿ -21415483,6+21415179,40:-3228432,12+3228342,6
000d7f 0D00 S-345 ൿ様ൿ -21415483,6+21415179,40:-22601933,12+22601951,6
000d7f 0D00 S-346 ൿクൿ -21415483,6+21415179,40:-6741126,48+6740970,6
000d7f 0D00 S-350 Bൿൿ -15517873,12+15517579,6:-18230251,10+18229927,14
000d7f 0D00 S-351 Oൿൿ -19367578,12+19367254,6:-21237514,10+21237160,14
000d7f 0D00 S-352 3ൿൿ -11133353,12+11133095,6:-14387008,10+14386714,14
000d7f 0D00 S-353 .ൿൿ -21415483,6+21415179,40:-2591585,12+2591525,6
000d7f 0D00 S-354  ൿൿ -1038521,12+1038497,6:-21415483,6+21415179,40
000d7f 0D00 S-355 様ൿൿ -22900270,12+22900276,6:-23166081,10+23166081,14
000d7f 0D00 S-356 クൿൿ -21415483,6+21415179,40:-6741126,48+6740970,6
000d7f 0D00 S-380 3Bൿ -13510998,12+13510698,6:-14294444,6+14294126,10
000d7f 0D00 S-399 ൿൿൿ -21415483,6+21415179,40:-6741126,48+6740970,6
000d7f 0D00 S-400 ൿൿBB -16036653,12+16036347,6:-21415483,6+21415179,40
000d7f 0D00 S-401 ൿൿOO -19889151,12+19888815,6:-21415483,6+21415179,40
000d7f 0D00 S-402 ൿൿ33 -11652615,12+11652345,6:-21415483,6+21415179,40
000d7f 0D00 S-403 ൿൿ.. -21415483,6+21415179,40:-5152786,12+5152636,6
000d7f 0D00 S-404 ൿൿ   -21415483,6+21415179,40:-5077780,12+5077642,6
000d7f 0D00 S-405 ൿൿ様様 -21415483,6+21415179,40:-23456276,12+23456294,6
000d7f 0D00 S-406 ൿൿクク -21415483,6+21415179,40:-8327193,30+8326995,6
000d7f 0D00 S-410 BൿൿB -16813015,12+16812691,6:-18230251,10+18229927,14
000d7f 0D00 S-411 OൿൿO -20406727,12+20406379,6:-21237514,10+21237160,14
000d7f 0D00 S-412 3ൿൿ3 -12427881,12+12427593,6:-14387008,10+14386714,14
000d7f 0D00 S-413 .ൿൿ. -21415483,6+21415179,40:-2629073,12+2629007,6
000d7f 0D00 S-414  ൿൿ  -1076009,12+1075979,6:-21415483,6+21415179,40
000d7f 0D00 S-415 様ൿൿ様 -23166081,10+23166081,14:-23973869,12+23973875,6
000d7f 0D00 S-416 クൿൿク -21415483,6+21415179,40:-8327193,30+8326995,6
000d7f 0D00 S-420 BBൿൿ -17589562,12+17589220,6:-18116442,11+18116088,16
000d7f 0D00 S-421 OOൿൿ -20924321,12+20923961,6:-21188690,8+21188324,10
000d7f 0D00 S-422 33ൿൿ -12945481,12+12945181,6:-13207542,8+13207236,10
000d7f 0D00 S-423 ..ൿൿ -1814316,12+1814274,6:-21415483,6+21415179,40
000d7f 0D00 S-424   ൿൿ -21415483,6+21415179,40:-261189,12+261183,6
000d7f 0D00 S-425 様様ൿൿ -24491462,12+24491456,6:-24753045,8+24753033,10
000d7f 0D00 S-426 ククൿൿ -21415483,6+21415179,40:-8327193,30+8326995,6
