
# CodePoint UnicodeBlock PatternID String PositionChange
000d37 0D00 S-411 OഷഷO -21237622,26+21237280,34
000d37 0D00 S-412 3ഷഷ3 -14387116,26+14386834,34
000d37 0D00 S-413 .ഷഷ. -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-414  ഷഷ  -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-415 様ഷഷ様 -23166189,26+23166201,34
000d37 0D00 S-416 クഷഷク -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-420 BBഷഷ -18116577,31+18116238,41
000d37 0D00 S-421 OOഷഷ -21188744,22+21188384,28
000d37 0D00 S-422 33ഷഷ -13207596,22+13207296,28
000d37 0D00 S-423 ..ഷഷ -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-424   ഷഷ -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-425 様様ഷഷ -24753099,22+24753093,28
000d37 0D00 S-426 ククഷഷ -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-480 3BഷB -14294564,14+14294266,14
000d37 0D00 S-481 3B-ഷ -14294564,14+14294266,14
000d37 0D00 S-499 ഷഷഷഷ -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-580 BBഷഷ	 -18116577,31+18116238,41
000d37 0D00 S-581 	BBഷഷ -18116577,31+18116238,41
000d37 0D00 S-582 BB-ഷഷ -18116577,31+18116238,41
000d37 0D00 S-583 🙂👍ഷ❤™ -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-584 ഷഷ.33 -21417223,66+21417193,6:-21417343,6+21417253,66
000d37 0D00 S-585 3B-ഷB -14294564,14+14294266,14
000d37 0D00 S-599 ഷഷഷഷഷ -21417223,66+21417193,6:-21417343,6+21417253,66
000d7a 0D00 S-199 ൺ -21416263,6+21415993,32:-3115820,12+3115748,6
000d7a 0D00 S-200 ൺB -14483030,12+14482760,6:-21416263,6+21415993,32
000d7a 0D00 S-201 ൺO -18332735,12+18332435,6:-21416263,6+21415993,32
000d7a 0D00 S-202 ൺ3 -10098501,12+10098267,6:-21416263,6+21415993,32
000d7a 0D00 S-203 ൺ. -21416263,6+21415993,32:-3265977,12+3265881,6
000d7a 0D00 S-204 ൺ  -21416263,6+21415993,32:-3153453,12+3153375,6
000d7a 0D00 S-205 ൺ様 -21416323,6+21416079,40:-21865427,12+21865457,6
000d7a 0D00 S-206 ൺク -21416263,6+21415993,32:-4928600,24+4928486,6
000d7a 0D00 S-210 Bൺ -15259253,12+15258965,6:-18230307,10+18229987,14
000d7a 0D00 S-211 Oൺ -19108958,12+19108640,6:-21237570,10+21237220,14
000d7a 0D00 S-212 3ൺ -10874732,12+10874480,6:-14387064,10+14386774,14
000d7a 0D00 S-213 .ൺ -2074345,12+2074297,6:-21416263,6+21415993,32
000d7a 0D00 S-214  ൺ -21416263,6+21415993,32:-521281,12+521269,6
000d7a 0D00 S-215 様ൺ -22641650,12+22641662,6:-23166137,10+23166141,14
000d7a 0D00 S-216 クൺ -21416263,6+21415993,32:-4928600,24+4928486,6
000d7a 0D00 S-299 ൺൺ -21416323,6+21416079,40:-4928600,24+4928486,6
000d7a 0D00 S-300 ൺBB -15778033,12+15777733,6:-21416263,6+21415993,32
000d7a 0D00 S-301 ൺOO -19630531,12+19630201,6:-21416263,6+21415993,32
000d7a 0D00 S-302 ൺ33 -11393061,12+11392797,6:-21416263,6+21415993,32
000d7a 0D00 S-303 ൺ.. -21416263,6+21415993,32:-3303466,12+3303364,6
000d7a 0D00 S-304 ൺ   -21416263,6+21415993,32:-3190942,12+3190858,6
000d7a 0D00 S-305 ൺ様様 -21416323,6+21416079,40:-23197656,12+23197680,6
000d7a 0D00 S-306 ൺクク -21416263,6+21415993,32:-6741126,48+6740970,6
000d7a 0D00 S-310 BൺB -16554396,12+16554078,6:-18230307,10+18229987,14
000d7a 0D00 S-311 OൺO -20148108,12+20147766,6:-21237570,10+21237220,14
000d7a 0D00 S-312 3ൺ3 -12169262,12+12168980,6:-14387064,10+14386774,14
000d7a 0D00 S-313 .ൺ. -2111834,12+2111780,6:-21416263,6+21415993,32
000d7a 0D00 S-314  ൺ  -21416263,6+21415993,32:-558770,12+558752,6
000d7a 0D00 S-315 様ൺ様 -23166137,10+23166141,14:-23715249,12+23715261,6
000d7a 0D00 S-316 クൺク -21416263,6+21415993,32:-6741126,48+6740970,6
000d7a 0D00 S-320 BBൺ -17330942,12+17330606,6:-18116512,11+18116163,16
000d7a 0D00 S-321 OOൺ -20665701,12+20665347,6:-21188718,8+21188354,10
000d7a 0D00 S-322 33ൺ -12686860,12+12686566,6:-13207570,8+13207266,10
000d7a 0D00 S-323 ..ൺ -1555696,12+1555660,6:-21416263,6+21415993,32
000d7a 0D00 S-324   ൺ -21416263,6+21415993,32:-2569,12+2569,6
000d7a 0D00 S-325 様様ൺ -24232842,12+24232842,6:-24753073,8+24753063,10
000d7a 0D00 S-326 ククൺ -21416263,6+21415993,32:-6741126,48+6740970,6
000d7a 0D00 S-330 ൺൺB -14741650,12+14741374,6:-21416323,6+21416079,40
000d7a 0D00 S-331 ൺൺO -18591355,12+18591049,6:-21416323,6+21416079,40
000d7a 0D00 S-332 ൺൺ3 -10357122,12+10356882,6:-21416323,6+21416079,40
000d7a 0D00 S-333 ൺൺ. -21416323,6+21416079,40:-5115297,12+5115153,6
000d7a 0D00 S-334 ൺൺ  -21416323,6+21416079,40:-5040291,12+5040159,6
000d7a 0D00 S-335 ൺൺ様 -21416323,6+21416079,40:-22124047,12+22124071,6
000d7a 0D00 S-336 ൺൺク -21416323,6+21416079,40:-6741126,48+6740970,6
000d7a 0D00 S-340 ൺBൺ -15219536,12+15219254,6:-21416263,6+21415993,32
000d7a 0D00 S-341 ൺOൺ -19069241,12+19068929,6:-21416263,6+21415993,32
000d7a 0D00 S-342 ൺ3ൺ -10835010,12+10834764,6:-21416263,6+21415993,32
000d7a 0D00 S-343 ൺ.ൺ -21416323,6+21416079,40:-3340956,12+3340848,6
000d7a 0D00 S-344 ൺ ൺ -21416323,6+21416079,40:-3228432,12+3228342,6
000d7a 0D00 S-345 ൺ様ൺ -21416323,6+21416079,40:-22601933,12+22601951,6
000d7a 0D00 S-346 ൺクൺ -21416323,6+21416079,40:-6741126,48+6740970,6
000d7a 0D00 S-350 Bൺൺ -15517873,12+15517579,6:-18230307,10+18229987,14
000d7a 0D00 S-351 Oൺൺ -19367578,12+19367254,6:-21237570,10+21237220,14
000d7a 0D00 S-352 3ൺൺ -11133353,12+11133095,6:-14387064,10+14386774,14
000d7a 0D00 S-353 .ൺൺ -21416323,6+21416079,40:-2591585,12+2591525,6
000d7a 0D00 S-354  ൺൺ -1038521,12+1038497,6:-21416323,6+21416079,40
000d7a 0D00 S-355 様ൺൺ -22900270,12+22900276,6:-23166137,10+23166141,14
000d7a 0D00 S-356 クൺൺ -21416323,6+21416079,40:-6741126,48+6740970,6
000d7a 0D00 S-380 3Bൺ -13510998,12+13510698,6:-14294500,6+14294186,10
000d7a 0D00 S-399 ൺൺൺ -21416323,6+21416079,40:-6741126,48+6740970,6
000d7a 0D00 S-400 ൺൺBB -16036653,12+16036347,6:-21416323,6+21416079,40
000d7a 0D00 S-401 ൺൺOO -19889151,12+19888815,6:-21416323,6+21416079,40
000d7a 0D00 S-402 ൺൺ33 -11652615,12+11652345,6:-21416323,6+21416079,40
000d7a 0D00 S-403 ൺൺ.. -21416323,6+21416079,40:-5152786,12+5152636,6
000d7a 0D00 S-404 ൺൺ   -21416323,6+21416079,40:-5077780,12+5077642,6
000d7a 0D00 S-405 ൺൺ様様 -21416323,6+21416079,40:-23456276,12+23456294,6
000d7a 0D00 S-406 ൺൺクク -21416323,6+21416079,40:-8327193,30+8326995,6
000d7a 0D00 S-410 BൺൺB -16813015,12+16812691,6:-18230307,10+18229987,14
000d7a 0D00 S-411 OൺൺO -20406727,12+20406379,6:-21237570,10+21237220,14
000d7a 0D00 S-412 3ൺൺ3 -12427881,12+12427593,6:-14387064,10+14386774,14
000d7a 0D00 S-413 .ൺൺ. -21416323,6+21416079,40:-2629073,12+2629007,6
000d7a 0D00 S-414  ൺൺ  -1076009,12+1075979,6:-21416323,6+21416079,40
000d7a 0D00 S-415 様ൺൺ様 -23166137,10+23166141,14:-23973869,12+23973875,6
000d7a 0D00 S-416 クൺൺク -21416323,6+21416079,40:-8327193,30+8326995,6
000d7a 0D00 S-420 BBൺൺ -17589562,12+17589220,6:-18116512,11+18116163,16
000d7a 0D00 S-421 OOൺൺ -20924321,12+20923961,6:-21188718,8+21188354,10
000d7a 0D00 S-422 33ൺൺ -12945481,12+12945181,6:-13207570,8+13207266,10
000d7a 0D00 S-423 ..ൺൺ -1814316,12+1814274,6:-21416323,6+21416079,40
000d7a 0D00 S-424   ൺൺ -21416323,6+21416079,40:-261189,12+261183,6
000d7a 0D00 S-425 様様ൺൺ -24491462,12+24491456,6:-24753073,8+24753063,10
000d7a 0D00 S-426 ククൺൺ -21416323,6+21416079,40:-8327193,30+8326995,6
000d7a 0D00 S-480 3BൺB -14029550,12+14029238,6:-14294500,6+14294186,10
000d7a 0D00 S-481 3B-ൺ -13252254,12+13251960,6:-14294500,6+14294186,10
000d7a 0D00 S-499 ൺൺൺൺ -21416323,6+21416079,40:-8327193,30+8326995,6
000d7a 0D00 S-580 BBൺൺ	 -18067446,12+18067098,6:-18116512,11+18116163,16
000d7a 0D00 S-581 	BBൺൺ -16295440,12+16295128,6:-18116512,11+18116163,16
000d7a 0D00 S-582 BB-ൺൺ -17071945,12+17071615,6:-18116512,11+18116163,16
000d7a 0D00 S-583 🙂👍ൺ❤™ -21416263,6+21415993,32:-9357601,12+9357379,6
000d7a 0D00 S-584 ൺൺ.33 -11690103,12+11689827,6:-21416323,6+21416079,40
000d7a 0D00 S-585 3B-ൺB -13770806,12+13770500,6:-14294500,6+14294186,10
000d7a 0D00 S-599 ൺൺൺൺൺ -21416323,6+21416079,40:-9395089,12+9394861,6
000d7b 0D00 S-199 ൻ -21416563,6+21416353,32:-3115820,12+3115748,6
000d7b 0D00 S-200 ൻB -14483030,12+14482760,6:-21416563,6+21416353,32
000d7b 0D00 S-201 ൻO -18332735,12+18332435,6:-21416563,6+21416353,32
000d7b 0D00 S-202 ൻ3 -10098501,12+10098267,6:-21416563,6+21416353,32
000d7b 0D00 S-203 ൻ. -21416563,6+21416353,32:-3265977,12+3265881,6
000d7b 0D00 S-204 ൻ  -21416563,6+21416353,32:-3153453,12+3153375,6
000d7b 0D00 S-205 ൻ様 -21416623,6+21416439,40:-21865427,12+21865457,6
000d7b 0D00 S-206 ൻク -21416563,6+21416353,32:-4928600,24+4928486,6
000d7b 0D00 S-210 Bൻ -15259253,12+15258965,6:-18230327,10+18230011,14
000d7b 0D00 S-211 Oൻ -19108958,12+19108640,6:-21237590,10+21237244,14
000d7b 0D00 S-212 3ൻ -10874732,12+10874480,6:-14387084,10+14386798,14
000d7b 0D00 S-213 .ൻ -2074345,12+2074297,6:-21416563,6+21416353,32
000d7b 0D00 S-214  ൻ -21416563,6+21416353,32:-521281,12+521269,6
000d7b 0D00 S-215 様ൻ -22641650,12+22641662,6:-23166157,10+23166165,14
000d7b 0D00 S-216 クൻ -21416563,6+21416353,32:-4928600,24+4928486,6
000d7b 0D00 S-299 ൻൻ -21416623,6+21416439,40:-4928600,24+4928486,6
000d7b 0D00 S-300 ൻBB -15778033,12+15777733,6:-21416563,6+21416353,32
000d7b 0D00 S-301 ൻOO -19630531,12+19630201,6:-21416563,6+21416353,32
000d7b 0D00 S-302 ൻ33 -11393061,12+11392797,6:-21416563,6+21416353,32
000d7b 0D00 S-303 ൻ.. -21416563,6+21416353,32:-3303466,12+3303364,6
000d7b 0D00 S-304 ൻ   -21416563,6+21416353,32:-3190942,12+3190858,6
000d7b 0D00 S-305 ൻ様様 -21416623,6+21416439,40:-23197656,12+23197680,6
000d7b 0D00 S-306 ൻクク -21416563,6+21416353,32:-6741126,48+6740970,6
000d7b 0D00 S-310 BൻB -16554396,12+16554078,6:-18230327,10+18230011,14
000d7b 0D00 S-311 OൻO -20148108,12+20147766,6:-21237590,10+21237244,14
000d7b 0D00 S-312 3ൻ3 -12169262,12+12168980,6:-14387084,10+14386798,14
000d7b 0D00 S-313 .ൻ. -2111834,12+2111780,6:-21416563,6+21416353,32
000d7b 0D00 S-314  ൻ  -21416563,6+21416353,32:-558770,12+558752,6
000d7b 0D00 S-315 様ൻ様 -23166157,10+23166165,14:-23715249,12+23715261,6
000d7b 0D00 S-316 クൻク -21416563,6+21416353,32:-6741126,48+6740970,6
000d7b 0D00 S-320 BBൻ -17330942,12+17330606,6:-18116537,11+18116193,16
000d7b 0D00 S-321 OOൻ -20665701,12+20665347,6:-21188728,8+21188366,10
000d7b 0D00 S-322 33ൻ -12686860,12+12686566,6:-13207580,8+13207278,10
000d7b 0D00 S-323 ..ൻ -1555696,12+1555660,6:-21416563,6+21416353,32
000d7b 0D00 S-324   ൻ -21416563,6+21416353,32:-2569,12+2569,6
000d7b 0D00 S-325 様様ൻ -24232842,12+24232842,6:-24753083,8+24753075,10
000d7b 0D00 S-326 ククൻ -21416563,6+21416353,32:-6741126,48+6740970,6
000d7b 0D00 S-330 ൻൻB -14741650,12+14741374,6:-21416623,6+21416439,40
000d7b 0D00 S-331 ൻൻO -18591355,12+18591049,6:-21416623,6+21416439,40
000d7b 0D00 S-332 ൻൻ3 -10357122,12+10356882,6:-21416623,6+21416439,40
000d7b 0D00 S-333 ൻൻ. -21416623,6+21416439,40:-5115297,12+5115153,6
000d7b 0D00 S-334 ൻൻ  -21416623,6+21416439,40:-5040291,12+5040159,6
000d7b 0D00 S-335 ൻൻ様 -21416623,6+21416439,40:-22124047,12+22124071,6
000d7b 0D00 S-336 ൻൻク -21416623,6+21416439,40:-6741126,48+6740970,6
000d7b 0D00 S-340 ൻBൻ -15219536,12+15219254,6:-21416563,6+21416353,32
000d7b 0D00 S-341 ൻOൻ -19069241,12+19068929,6:-21416563,6+21416353,32
000d7b 0D00 S-342 ൻ3ൻ -10835010,12+10834764,6:-21416563,6+21416353,32
000d7b 0D00 S-343 ൻ.ൻ -21416623,6+21416439,40:-3340956,12+3340848,6
000d7b 0D00 S-344 ൻ ൻ -21416623,6+21416439,40:-3228432,12+3228342,6
000d7b 0D00 S-345 ൻ様ൻ -21416623,6+21416439,40:-22601933,12+22601951,6
000d7b 0D00 S-346 ൻクൻ -21416623,6+21416439,40:-6741126,48+6740970,6
000d7b 0D00 S-350 Bൻൻ -15517873,12+15517579,6:-18230327,10+18230011,14
000d7b 0D00 S-351 Oൻൻ -19367578,12+19367254,6:-21237590,10+21237244,14
000d7b 0D00 S-352 3ൻൻ -11133353,12+11133095,6:-14387084,10+14386798,14
000d7b 0D00 S-353 .ൻൻ -21416623,6+21416439,40:-2591585,12+2591525,6
000d7b 0D00 S-354  ൻൻ -1038521,12+1038497,6:-21416623,6+21416439,40
000d7b 0D00 S-355 様ൻൻ -22900270,12+22900276,6:-23166157,10+23166165,14
000d7b 0D00 S-356 クൻൻ -21416623,6+21416439,40:-6741126,48+6740970,6
000d7b 0D00 S-380 3Bൻ -13510998,12+13510698,6:-14294520,6+14294210,10
000d7b 0D00 S-399 ൻൻൻ -21416623,6+21416439,40:-6741126,48+6740970,6
000d7b 0D00 S-400 ൻൻBB -16036653,12+16036347,6:-21416623,6+21416439,40
000d7b 0D00 S-401 ൻൻOO -19889151,12+19888815,6:-21416623,6+21416439,40
000d7b 0D00 S-402 ൻൻ33 -11652615,12+11652345,6:-21416623,6+21416439,40
000d7b 0D00 S-403 ൻൻ.. -21416623,6+21416439,40:-5152786,12+5152636,6
000d7b 0D00 S-404 ൻൻ   -21416623,6+21416439,40:-5077780,12+5077642,6
000d7b 0D00 S-405 ൻൻ様様 -21416623,6+21416439,40:-23456276,12+23456294,6
000d7b 0D00 S-406 ൻൻクク -21416623,6+21416439,40:-8327193,30+8326995,6
000d7b 0D00 S-410 BൻൻB -16813015,12+16812691,6:-18230327,10+18230011,14
000d7b 0D00 S-411 OൻൻO -20406727,12+20406379,6:-21237590,10+21237244,14
000d7b 0D00 S-412 3ൻൻ3 -12427881,12+12427593,6:-14387084,10+14386798,14
000d7b 0D00 S-413 .ൻൻ. -21416623,6+21416439,40:-2629073,12+2629007,6
000d7b 0D00 S-414  ൻൻ  -1076009,12+1075979,6:-21416623,6+21416439,40
000d7b 0D00 S-415 様ൻൻ様 -23166157,10+23166165,14:-23973869,12+23973875,6
000d7b 0D00 S-416 クൻൻク -21416623,6+21416439,40:-8327193,30+8326995,6
000d7b 0D00 S-420 BBൻൻ -17589562,12+17589220,6:-18116537,11+18116193,16
000d7b 0D00 S-421 OOൻൻ -20924321,12+20923961,6:-21188728,8+21188366,10
000d7b 0D00 S-422 33ൻൻ -12945481,12+12945181,6:-13207580,8+13207278,10
000d7b 0D00 S-423 ..ൻൻ -1814316,12+1814274,6:-21416623,6+21416439,40
000d7b 0D00 S-424   ൻൻ -21416623,6+21416439,40:-261189,12+261183,6
000d7b 0D00 S-425 様様ൻൻ -24491462,12+24491456,6:-24753083,8+24753075,10
000d7b 0D00 S-426 ククൻൻ -21416623,6+21416439,40:-8327193,30+8326995,6
000d7b 0D00 S-480 3BൻB -14029550,12+14029238,6:-14294520,6+14294210,10
000d7b 0D00 S-481 3B-ൻ -13252254,12+13251960,6:-14294520,6+14294210,10
000d7b 0D00 S-499 ൻൻൻൻ -21416623,6+21416439,40:-8327193,30+8326995,6
000d7b 0D00 S-580 BBൻൻ	 -18067446,12+18067098,6:-18116537,11+18116193,16
000d7b 0D00 S-581 	BBൻൻ -16295440,12+16295128,6:-18116537,11+18116193,16
000d7b 0D00 S-582 BB-ൻൻ -17071945,12+17071615,6:-18116537,11+18116193,16
000d7b 0D00 S-583 🙂👍ൻ❤™ -21416563,6+21416353,32:-9357601,12+9357379,6
000d7b 0D00 S-584 ൻൻ.33 -11690103,12+11689827,6:-21416623,6+21416439,40
000d7b 0D00 S-585 3B-ൻB -13770806,12+13770500,6:-14294520,6+14294210,10
000d7b 0D00 S-599 ൻൻൻൻൻ -21416623,6+21416439,40:-9395089,12+9394861,6
000d7c 0D00 S-199 ർ -21417043,6+21416893,32:-3115820,12+3115748,6
000d7c 0D00 S-200 ർB -14483030,12+14482760,6:-21417043,6+21416893,32
000d7c 0D00 S-201 ർO -18332735,12+18332435,6:-21417043,6+21416893,32
000d7c 0D00 S-202 ർ3 -10098501,12+10098267,6:-21417043,6+21416893,32
000d7c 0D00 S-203 ർ. -21417043,6+21416893,32:-3265977,12+3265881,6
000d7c 0D00 S-204 ർ  -21417043,6+21416893,32:-3153453,12+3153375,6
000d7c 0D00 S-205 ർ様 -21417103,6+21416979,66:-21865427,12+21865457,6
000d7c 0D00 S-206 ർク -21417043,6+21416893,32:-4928600,24+4928486,6
000d7c 0D00 S-210 Bർ -15259253,12+15258965,6:-18230359,26+18230047,34
000d7c 0D00 S-211 Oർ -19108958,12+19108640,6:-21237622,26+21237280,34
000d7c 0D00 S-212 3ർ -10874732,12+10874480,6:-14387116,26+14386834,34
000d7c 0D00 S-213 .ർ -2074345,12+2074297,6:-21417043,6+21416893,32
000d7c 0D00 S-214  ർ -21417043,6+21416893,32:-521281,12+521269,6
000d7c 0D00 S-215 様ർ -22641650,12+22641662,6:-23166189,26+23166201,34
000d7c 0D00 S-216 クർ -21417043,6+21416893,32:-4928600,24+4928486,6
000d7c 0D00 S-299 ർർ -21417103,6+21416979,66:-4928600,24+4928486,6
000d7c 0D00 S-300 ർBB -15778033,12+15777733,6:-21417043,6+21416893,32
000d7c 0D00 S-301 ർOO -19630531,12+19630201,6:-21417043,6+21416893,32
000d7c 0D00 S-302 ർ33 -11393061,12+11392797,6:-21417043,6+21416893,32
000d7c 0D00 S-303 ർ.. -21417043,6+21416893,32:-3303466,12+3303364,6
000d7c 0D00 S-304 ർ   -21417043,6+21416893,32:-3190942,12+3190858,6
000d7c 0D00 S-305 ർ様様 -21417103,6+21416979,66:-23197656,12+23197680,6
000d7c 0D00 S-306 ർクク -21417043,6+21416893,32:-6741126,48+6740970,6
000d7c 0D00 S-310 BർB -16554396,12+16554078,6:-18230359,26+18230047,34
000d7c 0D00 S-311 OർO -20148108,12+20147766,6:-21237622,26+21237280,34
000d7c 0D00 S-312 3ർ3 -12169262,12+12168980,6:-14387116,26+14386834,34
000d7c 0D00 S-313 .ർ. -2111834,12+2111780,6:-21417043,6+21416893,32
000d7c 0D00 S-314  ർ  -21417043,6+21416893,32:-558770,12+558752,6
000d7c 0D00 S-315 様ർ様 -23166189,26+23166201,34:-23715249,12+23715261,6
000d7c 0D00 S-316 クർク -21417043,6+21416893,32:-6741126,48+6740970,6
000d7c 0D00 S-320 BBർ -17330942,12+17330606,6:-18116577,31+18116238,41
000d7c 0D00 S-321 OOർ -20665701,12+20665347,6:-21188744,22+21188384,28
000d7c 0D00 S-322 33ർ -12686860,12+12686566,6:-13207596,22+13207296,28
000d7c 0D00 S-323 ..ർ -1555696,12+1555660,6:-21417043,6+21416893,32
000d7c 0D00 S-324   ർ -21417043,6+21416893,32:-2569,12+2569,6
000d7c 0D00 S-325 様様ർ -24232842,12+24232842,6:-24753099,22+24753093,28
000d7c 0D00 S-326 ククർ -21417043,6+21416893,32:-6741126,48+6740970,6
000d7c 0D00 S-330 ർർB -14741650,12+14741374,6:-21417103,6+21416979,66
000d7c 0D00 S-331 ർർO -18591355,12+18591049,6:-21417103,6+21416979,66
000d7c 0D00 S-332 ർർ3 -10357122,12+10356882,6:-21417103,6+21416979,66
000d7c 0D00 S-333 ർർ. -21417103,6+21416979,66:-5115297,12+5115153,6
000d7c 0D00 S-334 ർർ  -21417103,6+21416979,66:-5040291,12+5040159,6
000d7c 0D00 S-335 ർർ様 -21417103,6+21416979,66:-22124047,12+22124071,6
000d7c 0D00 S-336 ർർク -21417103,6+21416979,66:-6741126,48+6740970,6
000d7c 0D00 S-340 ർBർ -15219536,12+15219254,6:-21417043,6+21416893,32
000d7c 0D00 S-341 ർOർ -19069241,12+19068929,6:-21417043,6+21416893,32
