
# CodePoint UnicodeBlock PatternID String PositionChange
00fea8 FE70 S-302 ﺨ33 -21341920,24+21341920,24
00fea8 FE70 S-310 BﺨB -18225046,12+18225046,12
00fea8 FE70 S-311 OﺨO -21232279,12+21232279,12
00fea8 FE70 S-312 3ﺨ3 -14381833,12+14381833,12
00feaa FE70 S-200 ﺪB -21342171,26+21342171,26
00feaa FE70 S-201 ﺪO -21342171,26+21342171,26
00feaa FE70 S-202 ﺪ3 -21342156,14+21342156,14
00feaa FE70 S-300 ﺪBB -21342171,26+21342171,26
00feaa FE70 S-301 ﺪOO -21342171,26+21342171,26
00feaa FE70 S-302 ﺪ33 -21342156,14+21342156,14
00feaa FE70 S-310 BﺪB -18225064,8+18225064,8
00feaa FE70 S-311 OﺪO -21232297,8+21232297,8
00feaa FE70 S-312 3ﺪ3 -14381851,8+14381851,8
00feac FE70 S-200 ﺬB -21342531,26+21342531,26
00feac FE70 S-201 ﺬO -21342531,26+21342531,26
00feac FE70 S-202 ﺬ3 -21342516,14+21342516,14
00feac FE70 S-300 ﺬBB -21342531,26+21342531,26
00feac FE70 S-301 ﺬOO -21342531,26+21342531,26
00feac FE70 S-302 ﺬ33 -21342516,14+21342516,14
00feac FE70 S-310 BﺬB -18225088,8+18225088,8
00feac FE70 S-311 OﺬO -21232321,8+21232321,8
00feac FE70 S-312 3ﺬ3 -14381875,8+14381875,8
00feae FE70 S-200 ﺮB -21342711,26+21342711,26
00feae FE70 S-201 ﺮO -21342711,26+21342711,26
00feae FE70 S-202 ﺮ3 -21342696,14+21342696,14
00feae FE70 S-300 ﺮBB -21342711,26+21342711,26
00feae FE70 S-301 ﺮOO -21342711,26+21342711,26
00feae FE70 S-302 ﺮ33 -21342696,14+21342696,14
00feae FE70 S-310 BﺮB -18225100,8+18225100,8
00feae FE70 S-311 OﺮO -21232333,8+21232333,8
00feae FE70 S-312 3ﺮ3 -14381887,8+14381887,8
00feb0 FE70 S-200 ﺰB -21343071,26+21343071,26
00feb0 FE70 S-201 ﺰO -21343071,26+21343071,26
00feb0 FE70 S-202 ﺰ3 -21343056,14+21343056,14
00feb0 FE70 S-300 ﺰBB -21343071,26+21343071,26
00feb0 FE70 S-301 ﺰOO -21343071,26+21343071,26
00feb0 FE70 S-302 ﺰ33 -21343056,14+21343056,14
00feb0 FE70 S-310 BﺰB -18225124,8+18225124,8
00feb0 FE70 S-311 OﺰO -21232357,8+21232357,8
00feb0 FE70 S-312 3ﺰ3 -14381911,8+14381911,8
00feb2 FE70 S-200 ﺲB -21343507,21+21343507,21
00feb2 FE70 S-201 ﺲO -21343530,21+21343530,21
00feb2 FE70 S-202 ﺲ3 -21343480,24+21343480,24
00feb2 FE70 S-300 ﺲBB -21343507,21+21343507,21
00feb2 FE70 S-301 ﺲOO -21343530,21+21343530,21
00feb2 FE70 S-302 ﺲ33 -21343480,24+21343480,24
00feb2 FE70 S-310 BﺲB -18225150,12+18225150,12
00feb2 FE70 S-311 OﺲO -21232383,12+21232383,12
00feb2 FE70 S-312 3ﺲ3 -14381937,12+14381937,12
00feb3 FE70 S-200 ﺳB -21343507,21+21343507,21
00feb3 FE70 S-201 ﺳO -21343530,21+21343530,21
00feb3 FE70 S-202 ﺳ3 -21343480,24+21343480,24
00feb3 FE70 S-300 ﺳBB -21343507,21+21343507,21
00feb3 FE70 S-301 ﺳOO -21343530,21+21343530,21
00feb3 FE70 S-302 ﺳ33 -21343480,24+21343480,24
00feb3 FE70 S-310 BﺳB -18225150,12+18225150,12
00feb3 FE70 S-311 OﺳO -21232383,12+21232383,12
00feb3 FE70 S-312 3ﺳ3 -14381937,12+14381937,12
00feb4 FE70 S-200 ﺴB -21343507,21+21343507,21
00feb4 FE70 S-201 ﺴO -21343530,21+21343530,21
00feb4 FE70 S-202 ﺴ3 -21343480,24+21343480,24
00feb4 FE70 S-300 ﺴBB -21343507,21+21343507,21
00feb4 FE70 S-301 ﺴOO -21343530,21+21343530,21
00feb4 FE70 S-302 ﺴ33 -21343480,24+21343480,24
00feb4 FE70 S-310 BﺴB -18225150,12+18225150,12
00feb4 FE70 S-311 OﺴO -21232383,12+21232383,12
00feb4 FE70 S-312 3ﺴ3 -14381937,12+14381937,12
00feb6 FE70 S-200 ﺶB -21343807,21+21343807,21
00feb6 FE70 S-201 ﺶO -21343830,21+21343830,21
00feb6 FE70 S-202 ﺶ3 -21343780,24+21343780,24
00feb6 FE70 S-300 ﺶBB -21343807,21+21343807,21
00feb6 FE70 S-301 ﺶOO -21343830,21+21343830,21
00feb6 FE70 S-302 ﺶ33 -21343780,24+21343780,24
00feb6 FE70 S-310 BﺶB -18225170,12+18225170,12
00feb6 FE70 S-311 OﺶO -21232403,12+21232403,12
00feb6 FE70 S-312 3ﺶ3 -14381957,12+14381957,12
00feb7 FE70 S-200 ﺷB -21343807,21+21343807,21
00feb7 FE70 S-201 ﺷO -21343830,21+21343830,21
00feb7 FE70 S-202 ﺷ3 -21343780,24+21343780,24
00feb7 FE70 S-300 ﺷBB -21343807,21+21343807,21
00feb7 FE70 S-301 ﺷOO -21343830,21+21343830,21
00feb7 FE70 S-302 ﺷ33 -21343780,24+21343780,24
00feb7 FE70 S-310 BﺷB -18225170,12+18225170,12
00feb7 FE70 S-311 OﺷO -21232403,12+21232403,12
00feb7 FE70 S-312 3ﺷ3 -14381957,12+14381957,12
00feb8 FE70 S-200 ﺸB -21343807,21+21343807,21
00feb8 FE70 S-201 ﺸO -21343830,21+21343830,21
00feb8 FE70 S-202 ﺸ3 -21343780,24+21343780,24
00feb8 FE70 S-300 ﺸBB -21343807,21+21343807,21
00feb8 FE70 S-301 ﺸOO -21343830,21+21343830,21
00feb8 FE70 S-302 ﺸ33 -21343780,24+21343780,24
00feb8 FE70 S-310 BﺸB -18225170,12+18225170,12
00feb8 FE70 S-311 OﺸO -21232403,12+21232403,12
00feb8 FE70 S-312 3ﺸ3 -14381957,12+14381957,12
00feba FE70 S-200 ﺺB -21344107,21+21344107,21
00feba FE70 S-201 ﺺO -21344130,21+21344130,21
00feba FE70 S-202 ﺺ3 -21344080,24+21344080,24
00feba FE70 S-300 ﺺBB -21344107,21+21344107,21
00feba FE70 S-301 ﺺOO -21344130,21+21344130,21
00feba FE70 S-302 ﺺ33 -21344080,24+21344080,24
00feba FE70 S-310 BﺺB -18225190,12+18225190,12
00feba FE70 S-311 OﺺO -21232423,12+21232423,12
00feba FE70 S-312 3ﺺ3 -14381977,12+14381977,12
00febb FE70 S-200 ﺻB -21344107,21+21344107,21
00febb FE70 S-201 ﺻO -21344130,21+21344130,21
00febb FE70 S-202 ﺻ3 -21344080,24+21344080,24
00febb FE70 S-300 ﺻBB -21344107,21+21344107,21
00febb FE70 S-301 ﺻOO -21344130,21+21344130,21
00febb FE70 S-302 ﺻ33 -21344080,24+21344080,24
00febb FE70 S-310 BﺻB -18225190,12+18225190,12
00febb FE70 S-311 OﺻO -21232423,12+21232423,12
00febb FE70 S-312 3ﺻ3 -14381977,12+14381977,12
00febc FE70 S-200 ﺼB -21344107,21+21344107,21
00febc FE70 S-201 ﺼO -21344130,21+21344130,21
00febc FE70 S-202 ﺼ3 -21344080,24+21344080,24
00febc FE70 S-300 ﺼBB -21344107,21+21344107,21
00febc FE70 S-301 ﺼOO -21344130,21+21344130,21
00febc FE70 S-302 ﺼ33 -21344080,24+21344080,24
00febc FE70 S-310 BﺼB -18225190,12+18225190,12
00febc FE70 S-311 OﺼO -21232423,12+21232423,12
00febc FE70 S-312 3ﺼ3 -14381977,12+14381977,12
00febe FE70 S-200 ﺾB -21344407,21+21344407,21
00febe FE70 S-201 ﺾO -21344430,21+21344430,21
00febe FE70 S-202 ﺾ3 -21344380,24+21344380,24
00febe FE70 S-300 ﺾBB -21344407,21+21344407,21
00febe FE70 S-301 ﺾOO -21344430,21+21344430,21
00febe FE70 S-302 ﺾ33 -21344380,24+21344380,24
00febe FE70 S-310 BﺾB -18225210,12+18225210,12
00febe FE70 S-311 OﺾO -21232443,12+21232443,12
00febe FE70 S-312 3ﺾ3 -14381997,12+14381997,12
00febf FE70 S-200 ﺿB -21344407,21+21344407,21
00febf FE70 S-201 ﺿO -21344430,21+21344430,21
00febf FE70 S-202 ﺿ3 -21344380,24+21344380,24
00febf FE70 S-300 ﺿBB -21344407,21+21344407,21
00febf FE70 S-301 ﺿOO -21344430,21+21344430,21
00febf FE70 S-302 ﺿ33 -21344380,24+21344380,24
00febf FE70 S-310 BﺿB -18225210,12+18225210,12
00febf FE70 S-311 OﺿO -21232443,12+21232443,12
00febf FE70 S-312 3ﺿ3 -14381997,12+14381997,12
00fec0 FE70 S-200 ﻀB -21344407,21+21344407,21
00fec0 FE70 S-201 ﻀO -21344430,21+21344430,21
00fec0 FE70 S-202 ﻀ3 -21344380,24+21344380,24
00fec0 FE70 S-300 ﻀBB -21344407,21+21344407,21
00fec0 FE70 S-301 ﻀOO -21344430,21+21344430,21
00fec0 FE70 S-302 ﻀ33 -21344380,24+21344380,24
00fec0 FE70 S-310 BﻀB -18225210,12+18225210,12
00fec0 FE70 S-311 OﻀO -21232443,12+21232443,12
00fec0 FE70 S-312 3ﻀ3 -14381997,12+14381997,12
00fec2 FE70 S-200 ﻂB -21344707,21+21344707,21
00fec2 FE70 S-201 ﻂO -21344730,21+21344730,21
00fec2 FE70 S-202 ﻂ3 -21344680,24+21344680,24
00fec2 FE70 S-300 ﻂBB -21344707,21+21344707,21
00fec2 FE70 S-301 ﻂOO -21344730,21+21344730,21
00fec2 FE70 S-302 ﻂ33 -21344680,24+21344680,24
00fec2 FE70 S-310 BﻂB -18225230,12+18225230,12
00fec2 FE70 S-311 OﻂO -21232463,12+21232463,12
00fec2 FE70 S-312 3ﻂ3 -14382017,12+14382017,12
00fec3 FE70 S-200 ﻃB -21344707,21+21344707,21
00fec3 FE70 S-201 ﻃO -21344730,21+21344730,21
00fec3 FE70 S-202 ﻃ3 -21344680,24+21344680,24
00fec3 FE70 S-300 ﻃBB -21344707,21+21344707,21
00fec3 FE70 S-301 ﻃOO -21344730,21+21344730,21
00fec3 FE70 S-302 ﻃ33 -21344680,24+21344680,24
00fec3 FE70 S-310 BﻃB -18225230,12+18225230,12
00fec3 FE70 S-311 OﻃO -21232463,12+21232463,12
00fec3 FE70 S-312 3ﻃ3 -14382017,12+14382017,12
00fec4 FE70 S-200 ﻄB -21344707,21+21344707,21
00fec4 FE70 S-201 ﻄO -21344730,21+21344730,21
00fec4 FE70 S-202 ﻄ3 -21344680,24+21344680,24
00fec4 FE70 S-300 ﻄBB -21344707,21+21344707,21
00fec4 FE70 S-301 ﻄOO -21344730,21+21344730,21
00fec4 FE70 S-302 ﻄ33 -21344680,24+21344680,24
00fec4 FE70 S-310 BﻄB -18225230,12+18225230,12
00fec4 FE70 S-311 OﻄO -21232463,12+21232463,12
00fec4 FE70 S-312 3ﻄ3 -14382017,12+14382017,12
00fec6 FE70 S-200 ﻆB -21345007,21+21345007,21
00fec6 FE70 S-201 ﻆO -21345030,21+21345030,21
00fec6 FE70 S-202 ﻆ3 -21344980,24+21344980,24
00fec6 FE70 S-300 ﻆBB -21345007,21+21345007,21
00fec6 FE70 S-301 ﻆOO -21345030,21+21345030,21
00fec6 FE70 S-302 ﻆ33 -21344980,24+21344980,24
00fec6 FE70 S-310 BﻆB -18225250,12+18225250,12
00fec6 FE70 S-311 OﻆO -21232483,12+21232483,12
00fec6 FE70 S-312 3ﻆ3 -14382037,12+14382037,12
00fec7 FE70 S-200 ﻇB -21345007,21+21345007,21
00fec7 FE70 S-201 ﻇO -21345030,21+21345030,21
00fec7 FE70 S-202 ﻇ3 -21344980,24+21344980,24
00fec7 FE70 S-300 ﻇBB -21345007,21+21345007,21
00fec7 FE70 S-301 ﻇOO -21345030,21+21345030,21
00fec7 FE70 S-302 ﻇ33 -21344980,24+21344980,24
00fec7 FE70 S-310 BﻇB -18225250,12+18225250,12
00fec7 FE70 S-311 OﻇO -21232483,12+21232483,12
00fec7 FE70 S-312 3ﻇ3 -14382037,12+14382037,12
00fec8 FE70 S-200 ﻈB -21345007,21+21345007,21
00fec8 FE70 S-201 ﻈO -21345030,21+21345030,21
00fec8 FE70 S-202 ﻈ3 -21344980,24+21344980,24
00fec8 FE70 S-300 ﻈBB -21345007,21+21345007,21
00fec8 FE70 S-301 ﻈOO -21345030,21+21345030,21
00fec8 FE70 S-302 ﻈ33 -21344980,24+21344980,24
00fec8 FE70 S-310 BﻈB -18225250,12+18225250,12
00fec8 FE70 S-311 OﻈO -21232483,12+21232483,12
00fec8 FE70 S-312 3ﻈ3 -14382037,12+14382037,12
00feca FE70 S-200 ﻊB -21345307,21+21345307,21
00feca FE70 S-201 ﻊO -21345330,21+21345330,21
00feca FE70 S-202 ﻊ3 -21345280,24+21345280,24
00feca FE70 S-300 ﻊBB -21345307,21+21345307,21
00feca FE70 S-301 ﻊOO -21345330,21+21345330,21
00feca FE70 S-302 ﻊ33 -21345280,24+21345280,24
00feca FE70 S-310 BﻊB -18225270,12+18225270,12
00feca FE70 S-311 OﻊO -21232503,12+21232503,12
00feca FE70 S-312 3ﻊ3 -14382057,12+14382057,12
00fecb FE70 S-200 ﻋB -21345307,21+21345307,21
00fecb FE70 S-201 ﻋO -21345330,21+21345330,21
00fecb FE70 S-202 ﻋ3 -21345280,24+21345280,24
00fecb FE70 S-300 ﻋBB -21345307,21+21345307,21
00fecb FE70 S-301 ﻋOO -21345330,21+21345330,21
00fecb FE70 S-302 ﻋ33 -21345280,24+21345280,24
00fecb FE70 S-310 BﻋB -18225270,12+18225270,12
00fecb FE70 S-311 OﻋO -21232503,12+21232503,12
00fecb FE70 S-312 3ﻋ3 -14382057,12+14382057,12
00fecc FE70 S-200 ﻌB -21345307,21+21345307,21
00fecc FE70 S-201 ﻌO -21345330,21+21345330,21
00fecc FE70 S-202 ﻌ3 -21345280,24+21345280,24
00fecc FE70 S-300 ﻌBB -21345307,21+21345307,21
00fecc FE70 S-301 ﻌOO -21345330,21+21345330,21
00fecc FE70 S-302 ﻌ33 -21345280,24+21345280,24
00fecc FE70 S-310 BﻌB -18225270,12+18225270,12
00fecc FE70 S-311 OﻌO -21232503,12+21232503,12
00fecc FE70 S-312 3ﻌ3 -14382057,12+14382057,12
00fece FE70 S-200 ﻎB -21345607,21+21345607,21
00fece FE70 S-201 ﻎO -21345630,21+21345630,21
00fece FE70 S-202 ﻎ3 -21345580,24+21345580,24
00fece FE70 S-300 ﻎBB -21345607,21+21345607,21
00fece FE70 S-301 ﻎOO -21345630,21+21345630,21
00fece FE70 S-302 ﻎ33 -21345580,24+21345580,24
00fece FE70 S-310 BﻎB -18225290,12+18225290,12
00fece FE70 S-311 OﻎO -21232523,12+21232523,12
00fece FE70 S-312 3ﻎ3 -14382077,12+14382077,12
00fecf FE70 S-200 ﻏB -21345607,21+21345607,21
00fecf FE70 S-201 ﻏO -21345630,21+21345630,21
00fecf FE70 S-202 ﻏ3 -21345580,24+21345580,24
00fecf FE70 S-300 ﻏBB -21345607,21+21345607,21
00fecf FE70 S-301 ﻏOO -21345630,21+21345630,21
00fecf FE70 S-302 ﻏ33 -21345580,24+21345580,24
00fecf FE70 S-310 BﻏB -18225290,12+18225290,12
00fecf FE70 S-311 OﻏO -21232523,12+21232523,12
00fecf FE70 S-312 3ﻏ3 -14382077,12+14382077,12
00fed0 FE70 S-200 ﻐB -21345607,21+21345607,21
00fed0 FE70 S-201 ﻐO -21345630,21+21345630,21
00fed0 FE70 S-202 ﻐ3 -21345580,24+21345580,24
00fed0 FE70 S-300 ﻐBB -21345607,21+21345607,21
00fed0 FE70 S-301 ﻐOO -21345630,21+21345630,21
00fed0 FE70 S-302 ﻐ33 -21345580,24+21345580,24
00fed0 FE70 S-310 BﻐB -18225290,12+18225290,12
00fed0 FE70 S-311 OﻐO -21232523,12+21232523,12
00fed0 FE70 S-312 3ﻐ3 -14382077,12+14382077,12
00fed2 FE70 S-200 ﻒB -21345907,21+21345907,21
00fed2 FE70 S-201 ﻒO -21345930,21+21345930,21
00fed2 FE70 S-202 ﻒ3 -21345880,24+21345880,24
00fed2 FE70 S-300 ﻒBB -21345907,21+21345907,21
00fed2 FE70 S-301 ﻒOO -21345930,21+21345930,21
00fed2 FE70 S-302 ﻒ33 -21345880,24+21345880,24
00fed2 FE70 S-310 BﻒB -18225310,12+18225310,12
00fed2 FE70 S-311 OﻒO -21232543,12+21232543,12
00fed2 FE70 S-312 3ﻒ3 -14382097,12+14382097,12
00fed3 FE70 S-200 ﻓB -21345907,21+21345907,21
00fed3 FE70 S-201 ﻓO -21345930,21+21345930,21
00fed3 FE70 S-202 ﻓ3 -21345880,24+21345880,24
00fed3 FE70 S-300 ﻓBB -21345907,21+21345907,21
00fed3 FE70 S-301 ﻓOO -21345930,21+21345930,21
00fed3 FE70 S-302 ﻓ33 -21345880,24+21345880,24
00fed3 FE70 S-310 BﻓB -18225310,12+18225310,12
00fed3 FE70 S-311 OﻓO -21232543,12+21232543,12
00fed3 FE70 S-312 3ﻓ3 -14382097,12+14382097,12
00fed4 FE70 S-200 ﻔB -21345907,21+21345907,21
00fed4 FE70 S-201 ﻔO -21345930,21+21345930,21
00fed4 FE70 S-202 ﻔ3 -21345880,24+21345880,24
00fed4 FE70 S-300 ﻔBB -21345907,21+21345907,21
00fed4 FE70 S-301 ﻔOO -21345930,21+21345930,21
00fed4 FE70 S-302 ﻔ33 -21345880,24+21345880,24
00fed4 FE70 S-310 BﻔB -18225310,12+18225310,12
00fed4 FE70 S-311 OﻔO -21232543,12+21232543,12
00fed4 FE70 S-312 3ﻔ3 -14382097,12+14382097,12
00fed6 FE70 S-200 ﻖB -21346207,21+21346207,21
00fed6 FE70 S-201 ﻖO -21346230,21+21346230,21
00fed6 FE70 S-202 ﻖ3 -21346180,24+21346180,24
00fed6 FE70 S-300 ﻖBB -21346207,21+21346207,21
00fed6 FE70 S-301 ﻖOO -21346230,21+21346230,21
00fed6 FE70 S-302 ﻖ33 -21346180,24+21346180,24
00fed6 FE70 S-310 BﻖB -18225330,12+18225330,12
00fed6 FE70 S-311 OﻖO -21232563,12+21232563,12
00fed6 FE70 S-312 3ﻖ3 -14382117,12+14382117,12
00fed7 FE70 S-200 ﻗB -21346207,21+21346207,21
00fed7 FE70 S-201 ﻗO -21346230,21+21346230,21
00fed7 FE70 S-202 ﻗ3 -21346180,24+21346180,24
00fed7 FE70 S-300 ﻗBB -21346207,21+21346207,21
00fed7 FE70 S-301 ﻗOO -21346230,21+21346230,21
00fed7 FE70 S-302 ﻗ33 -21346180,24+21346180,24
00fed7 FE70 S-310 BﻗB -18225330,12+18225330,12
00fed7 FE70 S-311 OﻗO -21232563,12+21232563,12
00fed7 FE70 S-312 3ﻗ3 -14382117,12+14382117,12
00fed8 FE70 S-200 ﻘB -21346207,21+21346207,21
00fed8 FE70 S-201 ﻘO -21346230,21+21346230,21
00fed8 FE70 S-202 ﻘ3 -21346180,24+21346180,24
00fed8 FE70 S-300 ﻘBB -21346207,21+21346207,21
00fed8 FE70 S-301 ﻘOO -21346230,21+21346230,21
00fed8 FE70 S-302 ﻘ33 -21346180,24+21346180,24
00fed8 FE70 S-310 BﻘB -18225330,12+18225330,12
00fed8 FE70 S-311 OﻘO -21232563,12+21232563,12
00fed8 FE70 S-312 3ﻘ3 -14382117,12+14382117,12
00feda FE70 S-200 ﻚB -21346507,21+21346507,21
00feda FE70 S-201 ﻚO -21346530,21+21346530,21
00feda FE70 S-202 ﻚ3 -21346480,24+21346480,24
00feda FE70 S-300 ﻚBB -21346507,21+21346507,21
00feda FE70 S-301 ﻚOO -21346530,21+21346530,21
00feda FE70 S-302 ﻚ33 -21346480,24+21346480,24
00feda FE70 S-310 BﻚB -18225350,12+18225350,12
00feda FE70 S-311 OﻚO -21232583,12+21232583,12
00feda FE70 S-312 3ﻚ3 -14382137,12+14382137,12
00fedb FE70 S-200 ﻛB -21346507,21+21346507,21
00fedb FE70 S-201 ﻛO -21346530,21+21346530,21
00fedb FE70 S-202 ﻛ3 -21346480,24+21346480,24
00fedb FE70 S-300 ﻛBB -21346507,21+21346507,21
00fedb FE70 S-301 ﻛOO -21346530,21+21346530,21
00fedb FE70 S-302 ﻛ33 -21346480,24+21346480,24
00fedb FE70 S-310 BﻛB -18225350,12+18225350,12
00fedb FE70 S-311 OﻛO -21232583,12+21232583,12
00fedb FE70 S-312 3ﻛ3 -14382137,12+14382137,12
00fedc FE70 S-200 ﻜB -21346507,21+21346507,21
00fedc FE70 S-201 ﻜO -21346530,21+21346530,21
00fedc FE70 S-202 ﻜ3 -21346480,24+21346480,24
00fedc FE70 S-300 ﻜBB -21346507,21+21346507,21
00fedc FE70 S-301 ﻜOO -21346530,21+21346530,21
00fedc FE70 S-302 ﻜ33 -21346480,24+21346480,24
00fedc FE70 S-310 BﻜB -18225350,12+18225350,12
00fedc FE70 S-311 OﻜO -21232583,12+21232583,12
00fedc FE70 S-312 3ﻜ3 -14382137,12+14382137,12
00fede FE70 S-200 ﻞB -21347407,21+21347407,21
00fede FE70 S-201 ﻞO -21347430,21+21347430,21
00fede FE70 S-202 ﻞ3 -21347380,24+21347380,24
00fede FE70 S-300 ﻞBB -21347407,21+21347407,21
00fede FE70 S-301 ﻞOO -21347430,21+21347430,21
00fede FE70 S-302 ﻞ33 -21347380,24+21347380,24
00fede FE70 S-310 BﻞB -18225410,12+18225410,12
00fede FE70 S-311 OﻞO -21232643,12+21232643,12
00fede FE70 S-312 3ﻞ3 -14382197,12+14382197,12
00fedf FE70 S-200 ﻟB -21347407,21+21347407,21
00fedf FE70 S-201 ﻟO -21347430,21+21347430,21
00fedf FE70 S-202 ﻟ3 -21347380,24+21347380,24
00fedf FE70 S-300 ﻟBB -21347407,21+21347407,21
00fedf FE70 S-301 ﻟOO -21347430,21+21347430,21
00fedf FE70 S-302 ﻟ33 -21347380,24+21347380,24
00fedf FE70 S-310 BﻟB -18225410,12+18225410,12
00fedf FE70 S-311 OﻟO -21232643,12+21232643,12
00fedf FE70 S-312 3ﻟ3 -14382197,12+14382197,12
00fee0 FE70 S-200 ﻠB -21347407,21+21347407,21
00fee0 FE70 S-201 ﻠO -21347430,21+21347430,21
00fee0 FE70 S-202 ﻠ3 -21347380,24+21347380,24
00fee0 FE70 S-300 ﻠBB -21347407,21+21347407,21
00fee0 FE70 S-301 ﻠOO -21347430,21+21347430,21
00fee0 FE70 S-302 ﻠ33 -21347380,24+21347380,24
00fee0 FE70 S-310 BﻠB -18225410,12+18225410,12
00fee0 FE70 S-311 OﻠO -21232643,12+21232643,12
00fee0 FE70 S-312 3ﻠ3 -14382197,12+14382197,12
00fee2 FE70 S-200 ﻢB -21348187,21+21348187,21
00fee2 FE70 S-201 ﻢO -21348210,21+21348210,21
00fee2 FE70 S-202 ﻢ3 -21348160,24+21348160,24
00fee2 FE70 S-300 ﻢBB -21348187,21+21348187,21
00fee2 FE70 S-301 ﻢOO -21348210,21+21348210,21
00fee2 FE70 S-302 ﻢ33 -21348160,24+21348160,24
00fee2 FE70 S-310 BﻢB -18225462,12+18225462,12
00fee2 FE70 S-311 OﻢO -21232695,12+21232695,12
00fee2 FE70 S-312 3ﻢ3 -14382249,12+14382249,12
00fee3 FE70 S-200 ﻣB -21348187,21+21348187,21
00fee3 FE70 S-201 ﻣO -21348210,21+21348210,21
00fee3 FE70 S-202 ﻣ3 -21348160,24+21348160,24
00fee3 FE70 S-300 ﻣBB -21348187,21+21348187,21
00fee3 FE70 S-301 ﻣOO -21348210,21+21348210,21
00fee3 FE70 S-302 ﻣ33 -21348160,24+21348160,24
00fee3 FE70 S-310 BﻣB -18225462,12+18225462,12
00fee3 FE70 S-311 OﻣO -21232695,12+21232695,12
00fee3 FE70 S-312 3ﻣ3 -14382249,12+14382249,12
00fee4 FE70 S-200 ﻤB -21348187,21+21348187,21
00fee4 FE70 S-201 ﻤO -21348210,21+21348210,21
00fee4 FE70 S-202 ﻤ3 -21348160,24+21348160,24
00fee4 FE70 S-300 ﻤBB -21348187,21+21348187,21
00fee4 FE70 S-301 ﻤOO -21348210,21+21348210,21
00fee4 FE70 S-302 ﻤ33 -21348160,24+21348160,24
00fee4 FE70 S-310 BﻤB -18225462,12+18225462,12
00fee4 FE70 S-311 OﻤO -21232695,12+21232695,12
00fee4 FE70 S-312 3ﻤ3 -14382249,12+14382249,12
00fee6 FE70 S-200 ﻦB -21348487,21+21348487,21
00fee6 FE70 S-201 ﻦO -21348510,21+21348510,21
00fee6 FE70 S-202 ﻦ3 -21348460,24+21348460,24
00fee6 FE70 S-300 ﻦBB -21348487,21+21348487,21
00fee6 FE70 S-301 ﻦOO -21348510,21+21348510,21
00fee6 FE70 S-302 ﻦ33 -21348460,24+21348460,24
00fee6 FE70 S-310 BﻦB -18225482,12+18225482,12
00fee6 FE70 S-311 OﻦO -21232715,12+21232715,12
00fee6 FE70 S-312 3ﻦ3 -14382269,12+14382269,12
00fee7 FE70 S-200 ﻧB -21348487,21+21348487,21
00fee7 FE70 S-201 ﻧO -21348510,21+21348510,21
00fee7 FE70 S-202 ﻧ3 -21348460,24+21348460,24
00fee7 FE70 S-300 ﻧBB -21348487,21+21348487,21
00fee7 FE70 S-301 ﻧOO -21348510,21+21348510,21
00fee7 FE70 S-302 ﻧ33 -21348460,24+21348460,24
00fee7 FE70 S-310 BﻧB -18225482,12+18225482,12
00fee7 FE70 S-311 OﻧO -21232715,12+21232715,12
00fee7 FE70 S-312 3ﻧ3 -14382269,12+14382269,12
00fee8 FE70 S-200 ﻨB -21348487,21+21348487,21
00fee8 FE70 S-201 ﻨO -21348510,21+21348510,21
00fee8 FE70 S-202 ﻨ3 -21348460,24+21348460,24
00fee8 FE70 S-300 ﻨBB -21348487,21+21348487,21
00fee8 FE70 S-301 ﻨOO -21348510,21+21348510,21
00fee8 FE70 S-302 ﻨ33 -21348460,24+21348460,24
00fee8 FE70 S-310 BﻨB -18225482,12+18225482,12
00fee8 FE70 S-311 OﻨO -21232715,12+21232715,12
00fee8 FE70 S-312 3ﻨ3 -14382269,12+14382269,12
00feea FE70 S-200 ﻪB -21348967,21+21348967,21
00feea FE70 S-201 ﻪO -21348990,21+21348990,21
00feea FE70 S-202 ﻪ3 -21348940,24+21348940,24
00feea FE70 S-300 ﻪBB -21348967,21+21348967,21
00feea FE70 S-301 ﻪOO -21348990,21+21348990,21
00feea FE70 S-302 ﻪ33 -21348940,24+21348940,24
00feea FE70 S-310 BﻪB -18225514,12+18225514,12
00feea FE70 S-311 OﻪO -21232747,12+21232747,12
00feea FE70 S-312 3ﻪ3 -14382301,12+14382301,12
00feeb FE70 S-200 ﻫB -21348967,21+21348967,21
00feeb FE70 S-201 ﻫO -21348990,21+21348990,21
00feeb FE70 S-202 ﻫ3 -21348940,24+21348940,24
00feeb FE70 S-300 ﻫBB -21348967,21+21348967,21
00feeb FE70 S-301 ﻫOO -21348990,21+21348990,21
00feeb FE70 S-302 ﻫ33 -21348940,24+21348940,24
00feeb FE70 S-310 BﻫB -18225514,12+18225514,12
00feeb FE70 S-311 OﻫO -21232747,12+21232747,12
00feeb FE70 S-312 3ﻫ3 -14382301,12+14382301,12
00feec FE70 S-200 ﻬB -21348967,21+21348967,21
00feec FE70 S-201 ﻬO -21348990,21+21348990,21
00feec FE70 S-202 ﻬ3 -21348940,24+21348940,24
00feec FE70 S-300 ﻬBB -21348967,21+21348967,21
00feec FE70 S-301 ﻬOO -21348990,21+21348990,21
00feec FE70 S-302 ﻬ33 -21348940,24+21348940,24
00feec FE70 S-310 BﻬB -18225514,12+18225514,12
00feec FE70 S-311 OﻬO -21232747,12+21232747,12
00feec FE70 S-312 3ﻬ3 -14382301,12+14382301,12
00feee FE70 S-200 ﻮB -21349467,23+21349467,23
