
# Filtering out patterns with more than 20,000 distinct codepoints to preserve version control sanity.
#   Exceptions:
#   - full data for Basic Latin and Latin-1 Supplement blocks, aka ASCII & ISO-8859-1
#   - full data for pattern S-199, aka single-character strings
# 
# Filtered Pattern ID (total count of distinct codepoints in diff output), Pattern ID (codepoints), etc:
#   S-326 (22282x), S-585 (22435x), S-423 (22461x), S-426 (22432x), S-323 (22311x), S-324 (22311x), S-424 (22461x), S-583 (22283x), S-481 (22279x), S-420 (22406x) 

# CodePoint UnicodeBlock PatternID String PositionChange
000636 0600 S-355 様ضض -23160985,578+23160985,578
000636 0600 S-356 クضض -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-380 3Bض -14289708,18+14289710,18:-14289728,18+14289730,18
000636 0600 S-400 ضضBB -21344803,26+21344730,99
000636 0600 S-401 ضضOO -21344803,26+21344730,99
000636 0600 S-402 ضض33 -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-403 ضض.. -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-404 ضض   -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-406 ضضクク -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-413 .ضض. -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-414  ضض  -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-416 クضضク -21344573,228+21344583,145:-21344803,26+21344730,99
000636 0600 S-421 OOضض -21186157,282+21186157,282
000636 0600 S-422 33ضض -13205009,282+13205009,282
000636 0600 S-425 様様ضض -24750503,286+24750503,286
000636 0600 S-584 ضض.33 -21344573,228+21344583,145:-21344803,26+21344730,99
000637 0600 S-200 طB -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-201 طO -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-210 Bط -18225176,567+18225184,563
000637 0600 S-211 Oط -21232439,567+21232447,563
000637 0600 S-212 3ط -14381933,567+14381941,563
000637 0600 S-213 .ط -21344860,10+21344856,24:-21344873,228+21344883,145
000637 0600 S-214  ط -21344860,10+21344856,24:-21344873,228+21344883,145
000637 0600 S-216 クط -21344860,10+21344856,24:-21344873,228+21344883,145
000637 0600 S-299 طط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-300 طBB -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-301 طOO -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-310 BطB -18225176,567+18225184,563
000637 0600 S-311 OطO -21232439,567+21232447,563
000637 0600 S-312 3ط3 -14381933,567+14381941,563
000637 0600 S-313 .ط. -21344860,10+21344856,24:-21344873,228+21344883,145
000637 0600 S-314  ط  -21344860,10+21344856,24:-21344873,228+21344883,145
000637 0600 S-316 クطク -21344860,10+21344856,24:-21344873,228+21344883,145
000637 0600 S-320 BBط -18110047,1170+18110047,1170
000637 0600 S-321 OOط -21186157,282+21186157,282
000637 0600 S-322 33ط -13205009,282+13205009,282
000637 0600 S-330 ططB -21345103,26+21345030,99
000637 0600 S-331 ططO -21345103,26+21345030,99
000637 0600 S-332 طط3 -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-333 طط. -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-334 طط  -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-336 ططク -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-340 طBط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-341 طOط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-342 ط3ط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-343 ط.ط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-344 ط ط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-346 طクط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-350 Bطط -18225176,567+18225184,563
000637 0600 S-351 Oطط -21232439,567+21232447,563
000637 0600 S-352 3طط -14381933,567+14381941,563
000637 0600 S-353 .طط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-354  طط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-355 様طط -23160985,578+23160985,578
000637 0600 S-356 クطط -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-380 3Bط -14289728,18+14289730,18:-14289748,18+14289750,18
000637 0600 S-400 ططBB -21345103,26+21345030,99
000637 0600 S-401 ططOO -21345103,26+21345030,99
000637 0600 S-402 طط33 -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-403 طط.. -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-404 طط   -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-406 ططクク -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-413 .طط. -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-414  طط  -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-416 クططク -21344873,228+21344883,145:-21345103,26+21345030,99
000637 0600 S-421 OOطط -21186157,282+21186157,282
000637 0600 S-422 33طط -13205009,282+13205009,282
000637 0600 S-425 様様طط -24750503,286+24750503,286
000637 0600 S-584 طط.33 -21344873,228+21344883,145:-21345103,26+21345030,99
000638 0600 S-200 ظB -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-201 ظO -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-210 Bظ -18225176,567+18225184,563
000638 0600 S-211 Oظ -21232439,567+21232447,563
000638 0600 S-212 3ظ -14381933,567+14381941,563
000638 0600 S-213 .ظ -21345160,10+21345156,24:-21345173,228+21345183,145
000638 0600 S-214  ظ -21345160,10+21345156,24:-21345173,228+21345183,145
000638 0600 S-216 クظ -21345160,10+21345156,24:-21345173,228+21345183,145
000638 0600 S-299 ظظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-300 ظBB -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-301 ظOO -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-310 BظB -18225176,567+18225184,563
000638 0600 S-311 OظO -21232439,567+21232447,563
000638 0600 S-312 3ظ3 -14381933,567+14381941,563
000638 0600 S-313 .ظ. -21345160,10+21345156,24:-21345173,228+21345183,145
000638 0600 S-314  ظ  -21345160,10+21345156,24:-21345173,228+21345183,145
000638 0600 S-316 クظク -21345160,10+21345156,24:-21345173,228+21345183,145
000638 0600 S-320 BBظ -18110047,1170+18110047,1170
000638 0600 S-321 OOظ -21186157,282+21186157,282
000638 0600 S-322 33ظ -13205009,282+13205009,282
000638 0600 S-330 ظظB -21345403,26+21345330,99
000638 0600 S-331 ظظO -21345403,26+21345330,99
000638 0600 S-332 ظظ3 -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-333 ظظ. -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-334 ظظ  -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-336 ظظク -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-340 ظBظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-341 ظOظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-342 ظ3ظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-343 ظ.ظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-344 ظ ظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-346 ظクظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-350 Bظظ -18225176,567+18225184,563
000638 0600 S-351 Oظظ -21232439,567+21232447,563
000638 0600 S-352 3ظظ -14381933,567+14381941,563
000638 0600 S-353 .ظظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-354  ظظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-355 様ظظ -23160985,578+23160985,578
000638 0600 S-356 クظظ -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-380 3Bظ -14289748,18+14289750,18:-14289768,18+14289770,18
000638 0600 S-400 ظظBB -21345403,26+21345330,99
000638 0600 S-401 ظظOO -21345403,26+21345330,99
000638 0600 S-402 ظظ33 -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-403 ظظ.. -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-404 ظظ   -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-406 ظظクク -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-413 .ظظ. -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-414  ظظ  -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-416 クظظク -21345173,228+21345183,145:-21345403,26+21345330,99
000638 0600 S-421 OOظظ -21186157,282+21186157,282
000638 0600 S-422 33ظظ -13205009,282+13205009,282
000638 0600 S-425 様様ظظ -24750503,286+24750503,286
000638 0600 S-584 ظظ.33 -21345173,228+21345183,145:-21345403,26+21345330,99
000639 0600 S-200 عB -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-201 عO -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-210 Bع -18225176,567+18225184,563
000639 0600 S-211 Oع -21232439,567+21232447,563
000639 0600 S-212 3ع -14381933,567+14381941,563
000639 0600 S-213 .ع -21345460,10+21345456,24:-21345473,228+21345483,145
000639 0600 S-214  ع -21345460,10+21345456,24:-21345473,228+21345483,145
000639 0600 S-216 クع -21345460,10+21345456,24:-21345473,228+21345483,145
000639 0600 S-299 عع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-300 عBB -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-301 عOO -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-310 BعB -18225176,567+18225184,563
000639 0600 S-311 OعO -21232439,567+21232447,563
000639 0600 S-312 3ع3 -14381933,567+14381941,563
000639 0600 S-313 .ع. -21345460,10+21345456,24:-21345473,228+21345483,145
000639 0600 S-314  ع  -21345460,10+21345456,24:-21345473,228+21345483,145
000639 0600 S-316 クعク -21345460,10+21345456,24:-21345473,228+21345483,145
000639 0600 S-320 BBع -18110047,1170+18110047,1170
000639 0600 S-321 OOع -21186157,282+21186157,282
000639 0600 S-322 33ع -13205009,282+13205009,282
000639 0600 S-330 ععB -21345703,26+21345630,99
000639 0600 S-331 ععO -21345703,26+21345630,99
000639 0600 S-332 عع3 -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-333 عع. -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-334 عع  -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-336 ععク -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-340 عBع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-341 عOع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-342 ع3ع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-343 ع.ع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-344 ع ع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-346 عクع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-350 Bعع -18225176,567+18225184,563
000639 0600 S-351 Oعع -21232439,567+21232447,563
000639 0600 S-352 3عع -14381933,567+14381941,563
000639 0600 S-353 .عع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-354  عع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-355 様عع -23160985,578+23160985,578
000639 0600 S-356 クعع -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-380 3Bع -14289768,18+14289770,18:-14289788,18+14289790,18
000639 0600 S-400 ععBB -21345703,26+21345630,99
000639 0600 S-401 ععOO -21345703,26+21345630,99
000639 0600 S-402 عع33 -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-403 عع.. -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-404 عع   -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-406 ععクク -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-413 .عع. -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-414  عع  -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-416 クععク -21345473,228+21345483,145:-21345703,26+21345630,99
000639 0600 S-421 OOعع -21186157,282+21186157,282
000639 0600 S-422 33عع -13205009,282+13205009,282
000639 0600 S-425 様様عع -24750503,286+24750503,286
000639 0600 S-584 عع.33 -21345473,228+21345483,145:-21345703,26+21345630,99
00063a 0600 S-203 غ. -21345760,84+21345756,14:-21345848,134+21345774,214
00063a 0600 S-204 غ  -21345760,84+21345756,14:-21345848,134+21345774,214
00063a 0600 S-206 غク -21345760,84+21345756,14:-21345848,134+21345774,214
00063a 0600 S-210 Bغ -18225176,567+18225184,563
00063a 0600 S-211 Oغ -21232439,567+21232447,563
00063a 0600 S-212 3غ -14381933,567+14381941,563
00063a 0600 S-303 غ.. -21345760,84+21345756,14:-21345848,134+21345774,214
00063a 0600 S-304 غ   -21345760,84+21345756,14:-21345848,134+21345774,214
00063a 0600 S-306 غクク -21345760,84+21345756,14:-21345848,134+21345774,214
00063a 0600 S-310 BغB -18225176,567+18225184,563
00063a 0600 S-311 OغO -21232439,567+21232447,563
00063a 0600 S-312 3غ3 -14381933,567+14381941,563
00063a 0600 S-320 BBغ -18110047,1170+18110047,1170
00063a 0600 S-321 OOغ -21186157,282+21186157,282
00063a 0600 S-322 33غ -13205009,282+13205009,282
00063a 0600 S-333 غغ. -21345848,134+21345774,214:-21345988,41+21345994,35
00063a 0600 S-334 غغ  -21345848,134+21345774,214:-21345988,41+21345994,35
00063a 0600 S-336 غغク -21345848,134+21345774,214:-21345988,41+21345994,35
00063a 0600 S-340 غBغ -21345848,134+21345774,214
00063a 0600 S-341 غOغ -21345848,134+21345774,214
00063a 0600 S-342 غ3غ -21345848,134+21345774,214
00063a 0600 S-350 Bغغ -18225176,567+18225184,563
00063a 0600 S-351 Oغغ -21232439,567+21232447,563
00063a 0600 S-352 3غغ -14381933,567+14381941,563
00063a 0600 S-355 様غغ -23160985,578+23160985,578
00063a 0600 S-380 3Bغ -14289788,18+14289790,18:-14289808,18+14289810,18
00063a 0600 S-403 غغ.. -21345848,134+21345774,214:-21345988,41+21345994,35
00063a 0600 S-404 غغ   -21345848,134+21345774,214:-21345988,41+21345994,35
00063a 0600 S-406 غغクク -21345848,134+21345774,214:-21345988,41+21345994,35
00063a 0600 S-421 OOغغ -21186157,282+21186157,282
00063a 0600 S-422 33غغ -13205009,282+13205009,282
00063a 0600 S-425 様様غغ -24750503,286+24750503,286
000640 0600 S-335 ــ様 -21863564,258201+21863564,38935
000640 0600 S-405 ــ様様 -23195960,258033+23195960,38768
000640 0600 S-415 様ــ様 -23713557,258028+23713557,38764
000641 0600 S-200 فB -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-201 فO -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-210 Bف -18225176,567+18225184,563
000641 0600 S-211 Oف -21232439,567+21232447,563
000641 0600 S-212 3ف -14381933,567+14381941,563
000641 0600 S-213 .ف -21346060,10+21346056,24:-21346073,228+21346083,145
000641 0600 S-214  ف -21346060,10+21346056,24:-21346073,228+21346083,145
000641 0600 S-216 クف -21346060,10+21346056,24:-21346073,228+21346083,145
000641 0600 S-299 فف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-300 فBB -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-301 فOO -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-310 BفB -18225176,567+18225184,563
000641 0600 S-311 OفO -21232439,567+21232447,563
000641 0600 S-312 3ف3 -14381933,567+14381941,563
000641 0600 S-313 .ف. -21346060,10+21346056,24:-21346073,228+21346083,145
000641 0600 S-314  ف  -21346060,10+21346056,24:-21346073,228+21346083,145
000641 0600 S-316 クفク -21346060,10+21346056,24:-21346073,228+21346083,145
000641 0600 S-320 BBف -18110047,1170+18110047,1170
000641 0600 S-321 OOف -21186157,282+21186157,282
000641 0600 S-322 33ف -13205009,282+13205009,282
000641 0600 S-330 ففB -21346303,26+21346230,99
000641 0600 S-331 ففO -21346303,26+21346230,99
000641 0600 S-332 فف3 -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-333 فف. -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-334 فف  -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-336 ففク -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-340 فBف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-341 فOف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-342 ف3ف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-343 ف.ف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-344 ف ف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-346 فクف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-350 Bفف -18225176,567+18225184,563
000641 0600 S-351 Oفف -21232439,567+21232447,563
000641 0600 S-352 3فف -14381933,567+14381941,563
000641 0600 S-353 .فف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-354  فف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-355 様فف -23160985,578+23160985,578
000641 0600 S-356 クفف -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-380 3Bف -14289808,18+14289810,18:-14289828,18+14289830,18
000641 0600 S-400 ففBB -21346303,26+21346230,99
000641 0600 S-401 ففOO -21346303,26+21346230,99
000641 0600 S-402 فف33 -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-403 فف.. -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-404 فف   -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-406 ففクク -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-413 .فف. -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-414  فف  -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-416 クففク -21346073,228+21346083,145:-21346303,26+21346230,99
000641 0600 S-421 OOفف -21186157,282+21186157,282
000641 0600 S-422 33فف -13205009,282+13205009,282
000641 0600 S-425 様様فف -24750503,286+24750503,286
000641 0600 S-584 فف.33 -21346073,228+21346083,145:-21346303,26+21346230,99
000642 0600 S-200 قB -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-201 قO -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-210 Bق -18225176,567+18225184,563
000642 0600 S-211 Oق -21232439,567+21232447,563
000642 0600 S-212 3ق -14381933,567+14381941,563
000642 0600 S-213 .ق -21346360,10+21346356,24:-21346373,228+21346383,145
000642 0600 S-214  ق -21346360,10+21346356,24:-21346373,228+21346383,145
000642 0600 S-216 クق -21346360,10+21346356,24:-21346373,228+21346383,145
000642 0600 S-299 قق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-300 قBB -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-301 قOO -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-310 BقB -18225176,567+18225184,563
000642 0600 S-311 OقO -21232439,567+21232447,563
000642 0600 S-312 3ق3 -14381933,567+14381941,563
000642 0600 S-313 .ق. -21346360,10+21346356,24:-21346373,228+21346383,145
000642 0600 S-314  ق  -21346360,10+21346356,24:-21346373,228+21346383,145
000642 0600 S-316 クقク -21346360,10+21346356,24:-21346373,228+21346383,145
000642 0600 S-320 BBق -18110047,1170+18110047,1170
000642 0600 S-321 OOق -21186157,282+21186157,282
000642 0600 S-322 33ق -13205009,282+13205009,282
000642 0600 S-330 ققB -21346603,26+21346530,99
000642 0600 S-331 ققO -21346603,26+21346530,99
000642 0600 S-332 قق3 -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-333 قق. -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-334 قق  -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-336 ققク -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-340 قBق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-341 قOق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-342 ق3ق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-343 ق.ق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-344 ق ق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-346 قクق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-350 Bقق -18225176,567+18225184,563
000642 0600 S-351 Oقق -21232439,567+21232447,563
000642 0600 S-352 3قق -14381933,567+14381941,563
000642 0600 S-353 .قق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-354  قق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-355 様قق -23160985,578+23160985,578
000642 0600 S-356 クقق -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-380 3Bق -14289828,18+14289830,18:-14289848,18+14289850,18
000642 0600 S-400 ققBB -21346603,26+21346530,99
000642 0600 S-401 ققOO -21346603,26+21346530,99
000642 0600 S-402 قق33 -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-403 قق.. -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-404 قق   -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-406 ققクク -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-413 .قق. -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-414  قق  -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-416 クققク -21346373,228+21346383,145:-21346603,26+21346530,99
000642 0600 S-421 OOقق -21186157,282+21186157,282
000642 0600 S-422 33قق -13205009,282+13205009,282
000642 0600 S-425 様様قق -24750503,286+24750503,286
000642 0600 S-584 قق.33 -21346373,228+21346383,145:-21346603,26+21346530,99
000643 0600 S-200 كB -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-201 كO -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-210 Bك -18225176,567+18225184,563
000643 0600 S-211 Oك -21232439,567+21232447,563
000643 0600 S-212 3ك -14381933,567+14381941,563
000643 0600 S-213 .ك -21346660,10+21346656,24:-21346673,228+21346683,145
000643 0600 S-214  ك -21346660,10+21346656,24:-21346673,228+21346683,145
000643 0600 S-216 クك -21346660,10+21346656,24:-21346673,228+21346683,145
000643 0600 S-299 كك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-300 كBB -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-301 كOO -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-310 BكB -18225176,567+18225184,563
000643 0600 S-311 OكO -21232439,567+21232447,563
000643 0600 S-312 3ك3 -14381933,567+14381941,563
000643 0600 S-313 .ك. -21346660,10+21346656,24:-21346673,228+21346683,145
000643 0600 S-314  ك  -21346660,10+21346656,24:-21346673,228+21346683,145
000643 0600 S-316 クكク -21346660,10+21346656,24:-21346673,228+21346683,145
000643 0600 S-320 BBك -18110047,1170+18110047,1170
000643 0600 S-321 OOك -21186157,282+21186157,282
000643 0600 S-322 33ك -13205009,282+13205009,282
000643 0600 S-330 ككB -21346903,26+21346830,99
000643 0600 S-331 ككO -21346903,26+21346830,99
000643 0600 S-332 كك3 -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-333 كك. -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-334 كك  -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-336 ككク -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-340 كBك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-341 كOك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-342 ك3ك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-343 ك.ك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-344 ك ك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-346 كクك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-350 Bكك -18225176,567+18225184,563
000643 0600 S-351 Oكك -21232439,567+21232447,563
000643 0600 S-352 3كك -14381933,567+14381941,563
000643 0600 S-353 .كك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-354  كك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-355 様كك -23160985,578+23160985,578
000643 0600 S-356 クكك -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-380 3Bك -14289848,18+14289850,18:-14289868,18+14289870,18
000643 0600 S-400 ككBB -21346903,26+21346830,99
000643 0600 S-401 ككOO -21346903,26+21346830,99
000643 0600 S-402 كك33 -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-403 كك.. -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-404 كك   -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-406 ككクク -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-413 .كك. -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-414  كك  -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-416 クككク -21346673,228+21346683,145:-21346903,26+21346830,99
000643 0600 S-421 OOكك -21186157,282+21186157,282
000643 0600 S-422 33كك -13205009,282+13205009,282
000643 0600 S-425 様様كك -24750503,286+24750503,286
000643 0600 S-584 كك.33 -21346673,228+21346683,145:-21346903,26+21346830,99
000644 0600 S-210 Bل -18225176,567+18225184,563
000644 0600 S-211 Oل -21232439,567+21232447,563
000644 0600 S-212 3ل -14381933,567+14381941,563
000644 0600 S-213 .ل -21347560,10+21347556,24:-21347573,278+21347583,500
000644 0600 S-214  ل -21347560,10+21347556,24:-21347573,278+21347583,500
000644 0600 S-216 クل -21347560,10+21347556,24:-21347573,278+21347583,500
000644 0600 S-310 BلB -18225176,567+18225184,563
000644 0600 S-311 OلO -21232439,567+21232447,563
000644 0600 S-312 3ل3 -14381933,567+14381941,563
000644 0600 S-313 .ل. -21347560,10+21347556,24:-21347573,278+21347583,500
000644 0600 S-314  ل  -21347560,10+21347556,24:-21347573,278+21347583,500
000644 0600 S-316 クلク -21347560,10+21347556,24:-21347573,278+21347583,500
000644 0600 S-320 BBل -18110047,1170+18110047,1170
000644 0600 S-321 OOل -21186157,282+21186157,282
000644 0600 S-322 33ل -13205009,282+13205009,282
000644 0600 S-340 لBل -21347573,278+21347583,500
000644 0600 S-341 لOل -21347573,278+21347583,500
000644 0600 S-342 ل3ل -21347573,278+21347583,500
000644 0600 S-343 ل.ل -21348166,14+21348246,34:-21348181,128+21348281,28
000644 0600 S-344 ل ل -21348166,14+21348246,34:-21348181,128+21348281,28
000644 0600 S-346 لクل -21348166,14+21348246,34:-21348181,128+21348281,28
000644 0600 S-350 Bلل -18225761,207+18225773,195
000644 0600 S-351 Oلل -21233024,207+21233036,195
000644 0600 S-352 3لل -14382518,207+14382530,195
000644 0600 S-353 .لل -21348166,14+21348246,34:-21348181,128+21348281,28
000644 0600 S-354  لل -21348166,14+21348246,34:-21348181,128+21348281,28
000644 0600 S-355 様لل -23161578,145+23161578,145
000644 0600 S-356 クلل -21348166,14+21348246,34:-21348181,128+21348281,28
000644 0600 S-380 3Bل -14289908,18+14289910,18:-14289928,18+14289930,16
000644 0600 S-413 .لل. -21348166,14+21348246,34:-21348181,128+21348281,28
