CodePoint String PositionChange
00000f30 B༰B >1602223a1602026,1602027
00000f30 ༰༰BB <1609165,1609244d1608972
00000f30 ༰BB <1609165,1609244d1608972
00000f30 B༰༰B <1609165,1609244d1608972
00000f30 B༰B <1609165,1609244d1608972
00000f30 ༰༰D >1083191a1083126,1083127
00000f30 ༰D >1083239a1083182,1083183
00000f30 ༰༰D <2687792,2687831d2687347
00000f30 ༰D <2687792,2687831d2687347
00000f30 ༰༰DD >1083203a1083140,1083141
00000f30 ༰DD >1083251a1083196,1083197
00000f30 D༰༰D >3202456a3201829,3201830
00000f30 D༰D >3202468a3201843,3201844
00000f30 ༰༰DD <3209518,3209597d3208897
00000f30 ༰DD <3209518,3209597d3208897
00000f30 D༰༰D <3209518,3209597d3208897
00000f30 D༰D <3209518,3209597d3208897
00000f31 ༱ >1083263a1083210,1083211
00000f31 ༱༱ >1083275a1083224,1083225
00000f31 1B-༱B >518362a518215,518218
00000f31 1B༱B >518362a518215,518218
00000f31 1B-༱B <521913,521952c521771,521772
00000f31 1B༱B <521913,521952c521771,521772
00000f31 ༱ <3415,3454d3416
00000f31 ༱༱ <3415,3454d3416
00000f31 ༱༱B >1083287a1083238,1083239
00000f31 ༱B >1083335a1083294,1083295
00000f31 ༱༱B <1087551,1087590d1087534
00000f31 ༱B <1087551,1087590d1087534
00000f31 ༱༱BB >1083299a1083252,1083253
00000f31 ༱BB >1083347a1083308,1083309
00000f31 B༱༱B >1602235a1602040,1602041
00000f31 B༱B >1602247a1602054,1602055
00000f31 ༱༱BB <1609165,1609244d1608972
00000f31 ༱BB <1609165,1609244d1608972
00000f31 B༱༱B <1609165,1609244d1608972
00000f31 B༱B <1609165,1609244d1608972
00000f31 ༱༱D >1083311a1083266,1083267
00000f31 ༱D >1083359a1083322,1083323
00000f31 ༱༱D <2687792,2687831d2687347
00000f31 ༱D <2687792,2687831d2687347
00000f31 ༱༱DD >1083323a1083280,1083281
00000f31 ༱DD >1083371a1083336,1083337
00000f31 D༱༱D >3202480a3201857,3201858
00000f31 D༱D >3202492a3201871,3201872
00000f31 ༱༱DD <3209518,3209597d3208897
00000f31 ༱DD <3209518,3209597d3208897
00000f31 D༱༱D <3209518,3209597d3208897
00000f31 D༱D <3209518,3209597d3208897
00000f32 ༲ >1083383a1083350,1083351
00000f32 ༲༲ >1083395a1083364,1083365
00000f32 1B-༲B >518386a518243,518246
00000f32 1B༲B >518386a518243,518246
